Id,Idade,Faixa idade,Gênero,Cor/raca/etnia,PCD,Vive no Brasil,Estado onde mora,UF onde mora,Região onde Mora,Nível de Ensino,Área de Formação,Qual sua situação atual de trabalho?,Setor,Numero de Funcionários,Cargo Atual,Nível,Faixa salarial,Quanto tempo de experiência na área de dados você tem?,Quanto tempo de experiência na área de TI/Engenharia de Software você teve antes de começar a trabalhar na área de dados?,Qual o número aproximado de pessoas que atuam com dados na sua empresa hoje?,Existe faculdade no Estado
55yvwu4hlwvbuw4sfl55yvwu4ivrgxty,27,2,1,1,0,1,Paraná (PR),16,Sul,1,2,Empregado (CLT),7,de 101 a 500,1,0,9,3,2,0,0
56agiex9qm6p2blsc56agrx8ch0q720z,29,2,1,4,0,1,São Paulo (SP),23,Sudeste,2,3,Empregado (CLT),16,de 101 a 500,1,2,13,4,2,0,1
56hzgrceose9m1wp56hzgrpyk84k4zbc,25,2,0,4,0,1,Alagoas (AL),0,Nordeste,1,2,Empregado (CLT),13,Acima de 3.000,3,2,5,4,4,0,0
575txv8ly4nw2fztiph404o1575txv8a,37,4,0,1,0,1,Paraná (PR),16,Sul,2,2,Empregado (CLT),18,Acima de 3.000,1,2,4,7,3,0,0
57au4c2z64glrd557au4cpn4bzivxptv,28,2,1,6,0,1,Mato Grosso (MT),11,Centro-oeste,1,2,Empregado (CLT),0,de 101 a 500,0,2,11,6,5,0,0
57vpyla3gfo2w557vn3nfxipc2ma7en3,29,2,1,1,0,1,São Paulo (SP),23,Sudeste,2,2,Empregado (CLT),4,Acima de 3.000,1,1,13,4,1,0,1
57xvzi5j66bj57xe0btpgpe6zfyame0r,37,4,0,4,0,1,Santa Catarina (SC),21,Sul,3,7,Empregado (CLT),16,de 101 a 500,3,2,5,6,6,0,0
58kep0ke192zgozq1sch58kemveb9hqi,28,2,0,6,0,1,São Paulo (SP),23,Sudeste,0,7,Empregado (CLT),16,de 101 a 500,1,0,11,4,2,0,1
59bx3m3j1aa9964ywf59bx3pwr3wb3me,26,2,0,1,0,1,Minas Gerais (MG),9,Sudeste,0,7,Empregado (CLT),4,de 1.001 a 3.000,1,0,9,3,1,0,1
59i8x94exeoxth59i8xhtkuf3ksqefhh,31,3,0,1,0,1,São Paulo (SP),23,Sudeste,1,7,Empregado (CLT),10,Acima de 3.000,0,1,12,4,2,0,1
59uikjleu219mrcofb0csvflz59uikjl,26,2,0,1,0,1,Rio Grande do Norte (RN),18,Nordeste,2,4,Empregado (CLT),13,Acima de 3.000,1,2,4,6,2,0,0
59zsj8de92ggboraw59zsiczj9icw7pn,34,3,0,4,0,1,Alagoas (AL),0,Nordeste,1,2,Empregado (CLT),16,de 6 a 10,1,1,9,7,3,0,0
5a1xxdx6c7uvd0cj25a1xxei91mnx9ll,38,4,0,4,0,1,São Paulo (SP),23,Sudeste,2,0,Empregado (CLT),2,de 11 a 50,1,0,9,1,2,0,1
5afue17pmhhb8qygiar5apudlb97axq8,40,5,0,6,0,1,São Paulo (SP),23,Sudeste,2,2,Empregado (CLT),16,Acima de 3.000,6,2,5,4,0,0,1
5ak4a34n8pqc0jg5abfkvy8x2a5h1c00,23,1,0,1,0,1,Paraná (PR),16,Sul,0,2,Empregado (CLT),4,de 1.001 a 3.000,1,1,13,3,1,0,0
5bvd8eujncjcuuzqki9b5bvd8ab39681,36,4,0,1,0,1,Rio Grande do Sul (RS),20,Sul,1,2,Empregado (CLT),16,Acima de 3.000,6,2,13,5,0,0,0
5bvmxy366lvs87q0gc5bvmxyu7h1nksf,24,1,1,1,0,1,Minas Gerais (MG),9,Sudeste,1,3,Empregado (CLT),16,de 101 a 500,1,1,9,4,2,0,1
5c5wom504l99aq35c5woccprslgohypd,30,3,1,1,0,1,São Paulo (SP),23,Sudeste,3,2,Empregado (CLT),4,Acima de 3.000,3,2,4,7,5,0,1
5cisrhywizefb3re3a45y78i914gnz75,23,1,0,1,0,1,Bahia (BA),3,Nordeste,0,2,Estagiário,16,de 11 a 50,1,0,2,1,3,0,0
5cx37xguunojwhuasko9nfn5cx37xtfr,23,1,0,1,1,1,Paraná (PR),16,Sul,0,2,Empregado (CLT),18,Acima de 3.000,1,0,11,3,3,0,0
5dkac7jcdj49ird5dktoxmx92r287o52,29,2,0,1,0,1,Distrito Federal (DF),5,Centro-oeste,3,4,Empreendedor ou Empregado (CNPJ),20,de 101 a 500,3,2,5,7,2,0,0
5dotzgx44ld1t3hl085dotzgym4j9962,31,3,0,6,0,1,Alagoas (AL),0,Nordeste,4,8,Empreendedor ou Empregado (CNPJ),8,de 51 a 100,3,1,11,3,2,0,0
5eihoipxsqeqxypnq5eihoiprnaibw0m,29,2,1,1,0,1,Rio Grande do Norte (RN),18,Nordeste,2,7,Empregado (CLT),10,Acima de 3.000,0,2,13,4,2,0,0
5erxzkqgycrz5rycl5erxb9dtjeh6oul,35,4,1,4,0,1,Paraná (PR),16,Sul,2,7,Empregado (CLT),4,Acima de 3.000,1,2,4,7,6,0,0
5fg6a7fgo93hliewz5fg6a5oxzpfyq4r,30,3,0,1,0,1,Rio Grande do Sul (RS),20,Sul,2,2,Empregado (CLT),4,Acima de 3.000,0,1,11,6,5,0,0
5fndffa07iyp1o6s02gi5gisq45fndff,32,3,0,1,0,1,São Paulo (SP),23,Sudeste,1,7,Empregado (CLT),18,Acima de 3.000,3,0,13,4,2,0,1
5g8at85qkoresdycl5g8at85972lffa4,30,3,0,1,0,1,São Paulo (SP),23,Sudeste,1,7,Empregado (CLT),16,de 51 a 100,1,1,11,3,1,0,1
5gan35sztyo3roduqjlgxa5gan35s34z,27,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,5,Empregado (CLT),1,de 501 a 1.000,1,1,9,1,2,0,1
5gxp0gcy1jqw2xt3p5gxp0g3elt09ejn,34,3,0,1,0,1,São Paulo (SP),23,Sudeste,2,3,Empregado (CLT),18,Acima de 3.000,5,2,4,5,3,0,1
5hgz54ule3rqshdt7e5hgzlqw3zohbhz,27,2,0,6,0,1,Rio de Janeiro (RJ),17,Sudeste,0,2,Empregado (CLT),1,de 501 a 1.000,1,0,11,3,2,0,0
5hn76nbi5o6p2l2h07mam05hn76q34n6,35,4,0,1,0,1,Rio de Janeiro (RJ),17,Sudeste,2,7,Empreendedor ou Empregado (CNPJ),8,de 101 a 500,0,2,13,4,2,0,0
5hr22431e93kerzmadvf5hr229xrd34f,23,1,0,1,0,1,Rio de Janeiro (RJ),17,Sudeste,1,2,Empreendedor ou Empregado (CNPJ),4,de 101 a 500,6,1,12,3,5,0,0
5iswlmc5sowow7y8hx5i7flxy0856551,31,3,1,1,0,1,São Paulo (SP),23,Sudeste,2,7,Empregado (CLT),18,Acima de 3.000,6,1,13,5,6,0,1
5jlf7jl1wv44ixy5jlnn8r0vaaugahvm,25,2,0,1,0,1,São Paulo (SP),23,Sudeste,3,8,Empregado (CLT),16,de 101 a 500,6,1,12,3,2,0,1
5jpyy2wa43j5jv2fs5jpyy2woynrlfyr,35,4,1,1,0,1,Rio de Janeiro (RJ),17,Sudeste,1,4,Servidor Público,15,Acima de 3.000,3,1,4,1,2,0,0
5kc7rcqxtlm7ndpk0qpb5kc75dryshhm,26,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),8,de 101 a 500,0,1,13,6,2,0,1
5kv2v9x7u4t4x0tcvvykq5kv2v9zazbb,38,4,0,1,0,1,São Paulo (SP),23,Sudeste,1,8,Empregado (CLT),1,Acima de 3.000,0,0,11,3,1,0,1
5l0ekcre7dmktflnqi2kj5l0ekclrpx5,29,2,1,1,0,1,Pernambuco (PE),14,Nordeste,2,7,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,18,Acima de 3.000,6,1,13,4,1,0,0
5l0tglj2pxzjtedgg5l0fheme0vumkrr,31,3,0,1,0,1,Minas Gerais (MG),9,Sudeste,2,2,Empregado (CLT),20,Acima de 3.000,3,1,12,4,2,0,1
5lo01c1r376u6wwyl8pp5lo01c12r4xk,38,4,1,6,0,1,Santa Catarina (SC),21,Sul,2,7,Empregado (CLT),11,de 501 a 1.000,1,0,9,1,2,0,0
5m5i7ssmu1fvoc9c8o0s5m5i7sshuohn,21,0,0,1,0,1,Rio Grande do Sul (RS),20,Sul,0,5,Estagiário,7,de 51 a 100,0,0,2,3,2,0,0
5mem4gj384pkbaax75meljk5ud00b425,27,2,1,1,0,1,São Paulo (SP),23,Sudeste,1,4,Empregado (CLT),20,Acima de 3.000,3,1,13,4,2,0,1
5nlemu3hbwq9e491tpff5nlemu3ln6ty,49,6,0,4,1,1,São Paulo (SP),23,Sudeste,2,3,Empregado (CLT),16,Acima de 3.000,1,2,4,6,1,0,1
5nskahskti2w4l9bf3c5nskd6wvjw37f,28,2,0,6,0,1,Espírito Santo (ES),6,Sudeste,1,7,Empregado (CLT),8,de 501 a 1.000,6,0,11,3,1,0,0
5nvdbdh3f6itlo3atf5nvdbdhtw1t016,26,2,0,1,0,1,Rio de Janeiro (RJ),17,Sudeste,1,7,Empregado (CLT),18,Acima de 3.000,3,0,11,1,1,0,0
5nwk2u62nlcvixzh5nwk2h5l4jnpbgkv,27,2,0,6,0,1,Sergipe (SE),22,Nordeste,2,3,Empregado (CLT),20,de 101 a 500,3,1,11,3,2,0,0
5nwwjny31f6ch5nwwc35v4s7v0dcyj2h,34,3,0,1,0,1,São Paulo (SP),23,Sudeste,1,6,Empregado (CLT),19,de 101 a 500,3,0,9,3,2,0,1
5ow9wo9k8acbbysbwi5ow9fa4z96ko1e,27,2,0,1,0,1,Espírito Santo (ES),6,Sudeste,1,6,Empregado (CLT),4,Acima de 3.000,3,1,4,4,2,0,0
5p0afktc5wt6tx5ho5p0ammbrtljobxz,39,4,0,1,0,1,Bahia (BA),3,Nordeste,1,6,Empregado (CLT),18,Acima de 3.000,3,0,12,1,1,0,0
5py6m3abk0c50nvgj5py6lgnr0qw37ma,27,2,0,1,0,1,Paraná (PR),16,Sul,1,7,Empreendedor ou Empregado (CNPJ),13,de 101 a 500,6,1,11,3,1,0,0
5qewegaskcd017zvor5qeweg8rgpcnuk,24,1,0,1,0,1,Mato Grosso (MT),11,Centro-oeste,2,2,Empregado (CLT),4,Acima de 3.000,1,2,12,6,3,0,0
5qgan4wpamldaclo5qgan4hvbzbv85jt,26,2,1,1,0,1,São Paulo (SP),23,Sudeste,1,6,Empregado (CLT),6,Acima de 3.000,1,1,12,3,2,0,1
5r66nlon2ggg0fnj5r66nl25zqhc6ppr,34,3,0,1,0,1,Goiás (GO),7,Centro-oeste,2,7,Empregado (CLT),0,Acima de 3.000,1,1,12,3,2,0,0
5rdj2ujxf7h7g2a34eud75rdj2bcheiw,26,2,1,1,0,1,São Paulo (SP),23,Sudeste,2,6,Empregado (CLT),17,Acima de 3.000,1,1,12,7,4,0,1
5soojg0v715wg89c6n1oxk5soojvcnxn,30,3,0,1,0,1,São Paulo (SP),23,Sudeste,2,7,Empregado (CLT),16,de 1.001 a 3.000,1,1,12,3,3,0,1
5spf1bdq67jlr1jag7scg85spf1hroid,32,3,0,4,0,1,São Paulo (SP),23,Sudeste,1,7,Empregado (CLT),16,de 1.001 a 3.000,0,1,11,4,3,0,1
5unwj941f29d1lct4twi5unwj9w1yakq,37,4,1,6,0,1,Paraná (PR),16,Sul,2,2,Empregado (CLT),5,Acima de 3.000,6,2,4,0,2,0,0
5vbtf41ixc9xys1cixzf705vbtf41imu,21,0,0,1,0,1,Bahia (BA),3,Nordeste,0,2,Estagiário,16,Acima de 3.000,6,0,1,3,2,0,0
5vep09hz7ci1c1tw5vezxg7zgfs8j57t,33,3,0,1,0,1,São Paulo (SP),23,Sudeste,3,2,Empregado (CLT),4,de 1.001 a 3.000,7,2,5,5,5,0,1
5vli28bvxkqsy6gomf5vli5lnnr99z2d,25,2,0,4,0,1,Rio Grande do Norte (RN),18,Nordeste,0,5,Empregado (CLT),16,de 101 a 500,0,1,11,3,2,0,0
5vmrxt7ycxf19qig27jil6z69s5vmrxt,30,3,0,1,0,1,Sergipe (SE),22,Nordeste,1,7,Empregado (CLT),4,Acima de 3.000,3,0,13,3,2,0,0
5vsskdkop8osah5mowff95vsskdkhqcm,33,3,0,1,0,1,Espírito Santo (ES),6,Sudeste,0,2,Empreendedor ou Empregado (CNPJ),16,de 101 a 500,6,2,4,4,6,0,0
5w6ybuwq88smtj65j5w6yo16r54xs6ak,32,3,0,1,0,1,São Paulo (SP),23,Sudeste,2,6,Empregado (CLT),8,de 11 a 50,1,1,12,4,2,0,1
5w8yunbk7be2avciw3pt35w8yunbzyid,26,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,7,Empregado (CLT),19,Acima de 3.000,3,2,13,4,1,0,1
5xcigun7yf1x0dd9kokc4kp5xcigun8f,49,6,0,1,0,1,São Paulo (SP),23,Sudeste,2,3,Empregado (CLT),8,de 101 a 500,3,1,13,4,0,0,1
5xsy3147kuuka1nm30iwdah5xsy314vt,43,5,0,1,0,1,Santa Catarina (SC),21,Sul,1,2,Empregado (CLT),5,Acima de 3.000,1,2,4,0,0,0,0
5y97b92pfpmevgw5y9zklubo2sfbwy0w,39,4,0,1,0,1,São Paulo (SP),23,Sudeste,2,6,Empregado (CLT),8,Acima de 3.000,1,1,11,1,0,0,1
61emyheor2xuoa6kiac61emyhe13gspx,29,2,0,4,0,1,São Paulo (SP),23,Sudeste,2,3,Empregado (CLT),4,Acima de 3.000,0,1,13,1,2,0,1
61l0nbb9nqkcfypnz62vf61l0nbbevzw,27,2,1,1,0,1,São Paulo (SP),23,Sudeste,2,7,Empregado (CLT),4,Acima de 3.000,6,2,4,4,2,0,1
61rrpmwmqjzexpjr17461rr3fkbjj9a4,38,4,1,1,0,1,Distrito Federal (DF),5,Centro-oeste,2,6,Empregado (CLT),4,Acima de 3.000,3,0,13,3,3,0,0
62nnricru74nmziau62nnrskvty23qp6,24,1,0,4,0,1,São Paulo (SP),23,Sudeste,2,3,Empregado (CLT),18,de 1.001 a 3.000,1,2,12,4,2,0,1
62svif65av8s7o4b62svc95gjf7hia1x,24,1,1,1,0,1,Santa Catarina (SC),21,Sul,1,3,Empregado (CLT),16,de 51 a 100,0,0,6,1,3,0,0
639e8gbdpvo2hk3lw639e8gbuq5d9nj2,38,4,1,4,1,1,São Paulo (SP),23,Sudeste,1,3,Empregado (CLT),4,Acima de 3.000,1,0,11,3,1,0,1
642v9f3xlfrcr4sjg642vf5mcur0azu4,51,7,0,4,0,1,São Paulo (SP),23,Sudeste,2,2,Empregado (CLT),1,Acima de 3.000,4,2,13,0,6,0,1
6502cas9tvfinbswqt650ikahspoxiww,36,4,0,1,0,1,Santa Catarina (SC),21,Sul,1,7,Empreendedor ou Empregado (CNPJ),16,de 11 a 50,0,2,4,7,4,0,0
651lbrqvvlqi1fvsv15651lbjvlb9j3s,25,2,1,1,0,1,Rio de Janeiro (RJ),17,Sudeste,1,7,Empregado (CLT),4,Acima de 3.000,3,2,13,4,2,0,0
658n6sa8r5o5vx658ljhbj3gio4vqbb1,35,4,1,4,0,1,Goiás (GO),7,Centro-oeste,0,2,Estagiário,7,de 501 a 1.000,1,0,2,1,2,0,0
664rqrpl95ffvesbzl62664rr2mej47y,29,2,0,4,0,1,São Paulo (SP),23,Sudeste,0,2,Empregado (CLT),0,Acima de 3.000,1,0,11,1,1,0,1
67mewymtr7z2mbqdk67mewy3nien49ik,29,2,1,1,0,1,Espírito Santo (ES),6,Sudeste,2,7,Empregado (CLT),4,de 101 a 500,0,1,12,3,3,0,0
67q78gcr01qm6jyg5zmg67q78mqd6xje,26,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,5,Empregado (CLT),7,de 51 a 100,1,1,11,1,2,0,1
68cax8ew4ipf7wp75p68cazru3lnv06q,36,4,0,1,0,1,Paraná (PR),16,Sul,2,7,Empregado (CLT),4,Acima de 3.000,6,2,5,6,4,0,0
68l1uss4tk6lukh0hodwn6hc168l1uss,27,2,1,4,0,1,Rio de Janeiro (RJ),17,Sudeste,3,7,Empregado (CLT),4,de 6 a 10,1,1,12,3,1,0,0
693vyxu3m33u66khqk3693vyd1fk9g7e,27,2,0,1,0,1,Minas Gerais (MG),9,Sudeste,1,0,Empregado (CLT),4,de 11 a 50,6,0,9,1,1,0,1
69s0ptz18gzuj571vtnu969s0ptgztz0,27,2,0,4,0,1,São Paulo (SP),23,Sudeste,1,4,Empregado (CLT),4,de 101 a 500,8,0,12,3,2,0,1
69u3tut1fbgljjbqdjmb9h69u3tut7ji,24,1,1,1,0,1,São Paulo (SP),23,Sudeste,1,1,Estagiário,4,de 1.001 a 3.000,3,0,6,1,3,0,1
6af7h59zds1r2bh36af7hdbap7kh181k,31,3,0,1,0,1,São Paulo (SP),23,Sudeste,2,6,Empregado (CLT),16,de 1.001 a 3.000,0,1,12,4,1,0,1
6ai4rcgxjiidah16ai4rtzmlxt4rr7j4,28,2,0,4,0,1,São Paulo (SP),23,Sudeste,2,3,Empregado (CLT),4,de 51 a 100,1,1,13,3,2,0,1
6aua822oz2ozlbpjry6aua82c4j4kw7j,25,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,4,Empregado (CLT),1,de 11 a 50,1,2,12,4,2,0,1
6b7gxqo1vngb4knzasuxq6b7gxqo1h3x,32,3,0,4,0,1,Rio de Janeiro (RJ),17,Sudeste,1,3,Empregado (CLT),8,Acima de 3.000,1,2,13,6,2,0,0
6bghp769a13nklg8q6bghpbh7ab1rvts,31,3,1,0,0,1,São Paulo (SP),23,Sudeste,3,2,Empregado (CLT),4,de 1.001 a 3.000,3,2,5,6,2,0,1
6bhz5apxiu93dc8r8y6bhz5a52fj6und,33,3,0,1,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),4,Acima de 3.000,1,1,9,4,4,0,1
6bk5z3o6tllwkoavcwg26bk5z3r1xz13,24,1,0,4,0,1,Bahia (BA),3,Nordeste,1,4,Empregado (CLT),4,Acima de 3.000,3,1,13,3,2,0,0
6cjn6achias3rz9x1e1hroq6cjn6acq0,25,2,0,4,0,1,São Paulo (SP),23,Sudeste,2,3,Empreendedor ou Empregado (CNPJ),18,de 1.001 a 3.000,0,1,12,1,2,0,1
6cxqarav1bi89zuigp6cxqaraaqbdf0j,28,2,0,1,0,1,São Paulo (SP),23,Sudeste,2,4,Empregado (CLT),4,Acima de 3.000,3,2,5,6,2,0,1
6d9d65vcgr4jsgh6d9nk0p3jl18w1bhb,26,2,0,1,0,1,São Paulo (SP),23,Sudeste,2,3,Empreendedor ou Empregado (CNPJ),4,de 101 a 500,7,1,12,3,1,0,1
6dns2dg4lfbzlauv86dn4za8ik9n816t,34,3,1,6,0,1,Rio Grande do Norte (RN),18,Nordeste,4,8,Empregado (CLT),20,de 101 a 500,3,1,13,3,2,0,0
6edc3yv6zppelw9d6edccs337f53lq1c,24,1,0,6,0,1,Espírito Santo (ES),6,Sudeste,0,2,Empreendedor ou Empregado (CNPJ),16,de 1 a 5,1,1,11,4,1,0,0
6egoewrs6u8e5a0d66egdn6fm7v2xs0c,30,3,0,1,0,1,Rio de Janeiro (RJ),17,Sudeste,2,7,Empregado (CLT),4,de 101 a 500,3,1,13,4,3,0,0
6ern8l86vvxxf6w7v6ern87bbqetvv1b,30,3,1,1,0,1,Minas Gerais (MG),9,Sudeste,2,2,Empregado (CLT),5,Acima de 3.000,5,2,13,3,3,0,1
6escyl2nohadicpa06escyq7z0ff0a7w,37,4,0,1,0,1,Rio Grande do Sul (RS),20,Sul,2,7,Empregado (CLT),4,de 1.001 a 3.000,3,1,4,3,1,0,0
6f7bhy312pxipz3qfrrr6f7bhyihughc,33,3,0,1,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),5,de 501 a 1.000,6,1,11,6,2,0,1
6fo9qvu597pxv6fo9qvx3cyublea9wxc,28,2,1,1,0,1,São Paulo (SP),23,Sudeste,1,7,Empregado (CLT),8,Acima de 3.000,1,2,13,4,2,0,1
6gyo55tnyp24k6e26gvimqpf43u6fsgt,50,7,0,4,0,1,Rio de Janeiro (RJ),17,Sudeste,2,4,Empregado (CLT),19,de 1.001 a 3.000,8,2,7,0,2,0,0
6h8r6eplnelpoz566h8r6exflk9sz51h,22,1,0,1,0,1,Rio Grande do Sul (RS),20,Sul,0,4,Empregado (CLT),18,de 1.001 a 3.000,1,0,11,3,2,0,0
6i7x2x22nr6ima2ouhc6i7x2x6omh2po,19,0,1,1,0,1,São Paulo (SP),23,Sudeste,0,2,Estagiário,4,de 101 a 500,1,0,2,1,2,0,1
6ieqrh6eol0httzg6ieqrhqa23c87m0f,31,3,0,1,0,1,Rio Grande do Sul (RS),20,Sul,2,6,Empregado (CLT),5,Acima de 3.000,6,2,4,6,5,0,0
6j3vbnuw9he6xl2ikc0r6j3vbnuww861,24,1,0,1,0,1,São Paulo (SP),23,Sudeste,2,2,Empregado (CLT),16,de 11 a 50,3,1,11,3,1,0,1
6j58w5bubbsilbti68nk02fy6j58wvbl,27,2,1,4,0,1,São Paulo (SP),23,Sudeste,1,4,Empregado (CLT),16,de 501 a 1.000,3,1,13,5,2,0,1
6jhf226effl0xtw6jhf23nixj5htt3v8,27,2,1,6,0,1,Rio de Janeiro (RJ),17,Sudeste,2,3,Estagiário,15,Acima de 3.000,0,0,2,3,1,0,0
6k0ya0gctynf6jh06k001v2lb96sfb74,32,3,1,1,0,1,São Paulo (SP),23,Sudeste,0,4,Estagiário,9,de 501 a 1.000,3,0,2,1,1,0,1
6k6nmhoi576xnrr6k6nme6n8hf7dmsr5,28,2,0,5,0,1,Minas Gerais (MG),9,Sudeste,2,2,Freelancer,20,de 1 a 5,0,2,7,6,3,0,1
6ki45cvmj036ic6khmu0nvdpimjfiwlo,37,4,0,1,0,1,Ceará (CE),4,Nordeste,3,2,Empregado (CLT),4,Acima de 3.000,6,2,4,0,3,0,1
6l7m9km1nuvc7a2cnk6l7m6gw9nbwkvm,23,1,0,4,0,1,Minas Gerais (MG),9,Sudeste,2,2,Empregado (CLT),18,Acima de 3.000,3,1,13,4,1,0,1
6lnbruwg6zx1mxcqud6lnbqre8vq0bge,30,3,0,1,0,1,São Paulo (SP),23,Sudeste,1,7,Empregado (CLT),8,de 501 a 1.000,6,1,4,4,3,0,1
6lnvh5prfw18chyya06lnvh5p64u7myz,31,3,0,1,0,1,São Paulo (SP),23,Sudeste,2,2,Empregado (CLT),4,Acima de 3.000,6,1,12,3,4,0,1
6lw0ag7gtzjyjv6lw0afutsgdlr0zq5b,28,2,1,1,0,1,Rio de Janeiro (RJ),17,Sudeste,2,7,Empreendedor ou Empregado (CNPJ),19,de 51 a 100,1,1,11,3,1,0,0
6lzo8afocoa8456lzo8aa9gkhclaey2c,26,2,0,1,0,1,São Paulo (SP),23,Sudeste,2,3,Empregado (CLT),4,Acima de 3.000,0,1,9,3,2,0,1
6mcg5c8x7orhq3remln6mcg5mlwybnwr,28,2,0,4,0,1,Rio de Janeiro (RJ),17,Sudeste,2,2,Empreendedor ou Empregado (CNPJ),5,Acima de 3.000,6,1,8,4,2,0,0
6mtl22z6jfxx70w6mtlnqy2j607vlzj8,31,3,1,1,0,1,São Paulo (SP),23,Sudeste,3,2,Empregado (CLT),14,de 1.001 a 3.000,6,1,12,4,2,0,1
6ng920wjd10w5p6ngnfztycr77yvjlsg,30,3,1,4,0,1,Distrito Federal (DF),5,Centro-oeste,4,3,Empregado (CLT),8,Acima de 3.000,3,2,4,7,1,0,0
6nrcabq42kkdv3odeaj36nrcab3wfafb,44,5,0,1,0,1,Minas Gerais (MG),9,Sudeste,3,2,Empregado (CLT),20,de 51 a 100,5,2,4,4,6,0,1
6nuyqcll2v9r6z9whoz6nuyqql6e0lww,35,4,0,0,0,1,Mato Grosso do Sul (MS),10,Centro-oeste,2,2,Empregado (CLT),5,Acima de 3.000,3,1,13,4,5,0,0
6oqsip2uq0qhu6r6oqvhdogoo2wdjf7x,28,2,0,4,1,1,Minas Gerais (MG),9,Sudeste,1,5,Estagiário,2,de 51 a 100,1,0,6,1,1,0,1
6p165s17avierbg91n86p16pfdvyoei0,31,3,1,1,0,1,Paraná (PR),16,Sul,3,8,Empregado (CLT),5,de 11 a 50,1,0,11,1,2,0,0
6pphjy5h6fagqcnkw6pphj5taq6uwwen,25,2,0,1,0,1,Mato Grosso do Sul (MS),10,Centro-oeste,3,8,Empregado (CLT),14,de 51 a 100,3,0,9,3,1,0,0
6pqc86biw91is2out6pqc61lein0hhpb,25,2,1,4,0,1,Minas Gerais (MG),9,Sudeste,2,3,Empregado (CLT),4,Acima de 3.000,1,0,11,1,2,0,1
6prtuklys2ab8bo1r6prtuklqb4wwuyr,48,6,0,1,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),4,Acima de 3.000,1,1,11,0,4,0,1
6pvc9ra1tty3fwwe6pvc9rrsqnz51yws,30,3,0,6,0,1,Amazonas (AM),1,Norte,3,8,Empregado (CLT),18,Acima de 3.000,7,2,13,4,4,0,0
6pvrpxlfcuqjgu6pvocjf78tz23y2kve,31,3,0,2,0,1,São Paulo (SP),23,Sudeste,2,2,Empreendedor ou Empregado (CNPJ),4,de 101 a 500,6,2,7,0,3,0,1
6s8zw6s8cnaz5e5x1fr6s8zwo32c5vop,26,2,0,1,0,1,Minas Gerais (MG),9,Sudeste,1,7,Empregado (CLT),5,de 501 a 1.000,0,1,12,3,3,0,1
6t407zallon3afy6p6nvur0t2m8thbkd,34,3,0,4,0,1,Paraná (PR),16,Sul,1,2,Estagiário,0,Acima de 3.000,6,0,6,3,2,0,0
6tc31qpred3yh4c96tc3j7lpa6dwktod,22,1,0,0,0,1,São Paulo (SP),23,Sudeste,0,2,Empregado (CLT),18,Acima de 3.000,6,2,4,6,1,0,1
6thzk4iqfra2f6thzku6l48kx796yob3,36,4,0,1,0,1,Paraná (PR),16,Sul,2,4,Empregado (CLT),6,Acima de 3.000,3,2,5,0,5,0,0
6ug59wpn9ctb7uwhb8qb5yx7mhc6ug59,27,2,0,5,0,1,Minas Gerais (MG),9,Sudeste,1,2,Empreendedor ou Empregado (CNPJ),19,Acima de 3.000,6,0,9,4,2,0,1
6uqkpx6vji5j6hbdb6uqkptszmpmy462,26,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,7,Empregado (CLT),5,de 501 a 1.000,3,1,13,4,3,0,1
6usied43a3ig41g81ob6usiy2zrt0u1z,24,1,0,1,0,1,Paraná (PR),16,Sul,3,7,Empregado (CLT),0,Acima de 3.000,1,0,11,1,3,0,0
6xce4e0v6wd9nbqu6xce6pmhfddpjqja,40,5,0,1,0,1,Rio Grande do Sul (RS),20,Sul,1,2,Empregado (CLT),16,Acima de 3.000,6,2,7,0,0,0,0
6yanzfehay6rvdtbl6h8mr6yanqaibqw,31,3,0,1,1,1,Espírito Santo (ES),6,Sudeste,2,7,Empregado (CLT),16,Acima de 3.000,6,0,12,3,3,0,0
717awn534xl21pi4dpg717awn5ma2vf0,39,4,0,4,0,1,Distrito Federal (DF),5,Centro-oeste,2,2,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,1,de 101 a 500,6,2,10,0,4,0,0
718vekkm9lwd8b7kuhjni6kpb718vekk,26,2,1,1,0,1,Distrito Federal (DF),5,Centro-oeste,1,4,Empregado (CLT),18,Acima de 3.000,3,1,12,4,1,0,0
71e4hwl0a4luhrvoo71e4hqtyqi7fvzh,26,2,1,1,0,1,Paraná (PR),16,Sul,1,2,Empregado (CLT),20,de 1.001 a 3.000,1,1,11,4,3,0,0
71i5mjafoe2tduvrto3l71i5mjht458c,21,0,0,4,0,1,São Paulo (SP),23,Sudeste,0,2,Estagiário,0,de 51 a 100,3,0,2,1,1,0,1
