Id,Idade,Faixa idade,Gênero,Cor/raca/etnia,PCD,Vive no Brasil,Estado onde mora,UF onde mora,Região onde Mora,Nível de Ensino,Área de Formação,Qual sua situação atual de trabalho?,Setor,Numero de Funcionários,Cargo Atual,Nível,Faixa salarial,Quanto tempo de experiência na área de dados você tem?,Quanto tempo de experiência na área de TI/Engenharia de Software você teve antes de começar a trabalhar na área de dados?,Qual o número aproximado de pessoas que atuam com dados na sua empresa hoje?,Existe faculdade no Estado
724kl4qqf04ds4sbv724k17pl0oajv6k,29,2,1,6,0,1,São Paulo (SP),23,Sudeste,2,1,Empregado (CLT),7,de 101 a 500,1,1,9,4,2,0,1
736qangzu7gm3fkkgn3736qatech5pbe,26,2,0,5,0,1,Distrito Federal (DF),5,Centro-oeste,0,7,Empregado (CLT),16,de 1.001 a 3.000,0,1,11,3,1,0,0
73d8nc8e1jdvxn2l8o73d8nc8e51si9b,31,3,0,4,0,1,Bahia (BA),3,Nordeste,3,3,Empregado (CLT),4,Acima de 3.000,6,0,11,3,1,0,0
73dp4yvondbk0poyxzaq73dp4ypqjoha,35,4,0,4,0,1,São Paulo (SP),23,Sudeste,2,2,Empregado (CLT),16,Acima de 3.000,0,2,4,0,0,0,1
73qhbe45vy63qslo73qhs59bpbpyo4vu,36,4,0,4,0,1,São Paulo (SP),23,Sudeste,4,8,Empregado (CLT),16,Acima de 3.000,3,2,12,3,1,0,1
73yu9oj20657ux8p73yu3v0lz7qpuyvw,33,3,0,1,0,1,Rio Grande do Sul (RS),20,Sul,1,7,Empregado (CLT),4,Acima de 3.000,6,1,4,3,2,0,0
741dcfb0krpdz1l3wkfyn741d4lz1f6p,29,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,4,Empreendedor ou Empregado (CNPJ),16,de 101 a 500,3,2,4,5,5,0,1
74pfv3l906aljpzdp74pfumirvgf5sp3,38,4,0,1,0,1,Distrito Federal (DF),5,Centro-oeste,3,1,Servidor Público,14,Acima de 3.000,3,1,13,5,2,0,0
75d6u2as14pob75dvarahlhshb23q5rn,30,3,0,1,0,1,Paraíba (PB),13,Nordeste,1,3,Empregado (CLT),4,de 501 a 1.000,1,2,13,6,2,0,1
75djhedaevt037y0jiu2wgdl0xutr0iy,29,2,0,1,0,1,Minas Gerais (MG),9,Sudeste,3,7,Empregado (CLT),4,Acima de 3.000,3,1,13,4,2,0,1
75dre25lb3vwun2r975dre2uy008c9ht,23,1,0,4,0,1,São Paulo (SP),23,Sudeste,1,4,Empregado (CLT),4,Acima de 3.000,1,0,11,3,2,0,1
75tkbbmjp88w75t70u6neoocbs8benfb,27,2,0,4,0,1,Ceará (CE),4,Nordeste,1,7,Empregado (CLT),7,de 101 a 500,0,2,12,4,2,0,1
76es5dyolzbhff5472h76es5dy4rk0ub,32,3,1,6,0,1,Minas Gerais (MG),9,Sudeste,2,2,Empregado (CLT),16,Acima de 3.000,3,2,13,4,5,0,1
76ing36aeesrl39li76inz5wsae3jp80,25,2,0,1,0,1,Santa Catarina (SC),21,Sul,1,7,Empregado (CLT),4,de 101 a 500,6,0,9,3,2,0,0
76x2z40d5637aft1sh6bm76x2z40ik5s,29,2,1,1,0,1,São Paulo (SP),23,Sudeste,2,7,Empregado (CLT),4,Acima de 3.000,3,2,13,3,2,0,1
76xg22a0qxkgdqnvs0d1ev76xg22a6v5,32,3,0,1,0,1,Minas Gerais (MG),9,Sudeste,3,7,Empregado (CLT),1,de 1.001 a 3.000,5,2,4,4,4,0,1
77c28x2w202rcdnhs677c28x2nsfksye,27,2,1,4,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),19,Acima de 3.000,3,2,13,4,1,0,1
77ltv8y4s5zqkgy9877ltgjdq7scnp5j,33,3,0,1,0,1,Rio de Janeiro (RJ),17,Sudeste,3,7,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,16,de 101 a 500,3,2,7,6,3,0,0
77ylnaju3rsf23eq0r77ylxf2hu3wpno,27,2,0,4,0,1,Rio de Janeiro (RJ),17,Sudeste,0,5,Empregado (CLT),5,Acima de 3.000,0,1,11,3,2,0,0
786g10n0yvr48k7863byc9z4vf57igsr,26,2,0,1,0,1,Paraná (PR),16,Sul,1,7,Empreendedor ou Empregado (CNPJ),6,de 11 a 50,1,2,4,5,3,0,0
78sxkpwodh0rdo78sihuh36dwndh5af5,34,3,0,1,0,1,Rio Grande do Sul (RS),20,Sul,3,2,Empregado (CLT),12,Acima de 3.000,3,2,4,7,4,0,0
78yryvfm3j8jmw3ilr878yryz7gqhuou,22,1,0,1,0,1,São Paulo (SP),23,Sudeste,0,2,Empregado (CLT),3,de 1.001 a 3.000,1,0,6,1,1,0,1
79d6rsextaer675epw79d7i7k9zaeqk9,34,3,0,1,0,1,Distrito Federal (DF),5,Centro-oeste,4,3,Empregado (CLT),4,Acima de 3.000,3,1,5,4,2,0,0
7aon1aqzm9jt957aontiindgp225raw5,35,4,1,4,0,1,Rio de Janeiro (RJ),17,Sudeste,3,2,Empregado (CLT),16,de 501 a 1.000,3,2,5,4,6,0,0
7bxgbkimznpentz4m7bxgb4thlek0sau,44,5,0,1,0,1,Rio Grande do Sul (RS),20,Sul,2,2,Empregado (CLT),4,Acima de 3.000,1,1,11,3,5,0,0
7c2cwoplorez6vd437c2cb1mmjp5a7ja,24,1,0,1,0,1,Rio de Janeiro (RJ),17,Sudeste,0,6,Estagiário,20,Acima de 3.000,3,0,6,3,1,0,0
7dscjffz5u6i5gkj7d6l7rpu2wby83p6,28,2,0,1,0,1,Ceará (CE),4,Nordeste,1,2,Empreendedor ou Empregado (CNPJ),4,de 51 a 100,1,0,6,3,2,0,1
7ebfhp44qt77evp2no30cflf98e6bvp2,23,1,0,1,0,1,Santa Catarina (SC),21,Sul,1,3,Empregado (CLT),16,de 51 a 100,0,1,9,3,3,0,0
7eqc9ut5ds4i18qwez8x7eqc9qexru3n,31,3,0,6,0,1,Rio de Janeiro (RJ),17,Sudeste,1,4,Empregado (CLT),7,Acima de 3.000,1,0,9,3,3,0,0
7esgcbtlcmd8kcdqji7esgcbrq0w48gg,29,2,0,4,0,1,Espírito Santo (ES),6,Sudeste,0,2,Empreendedor ou Empregado (CNPJ),8,de 101 a 500,0,1,12,5,5,0,0
7fen1u2apibir7nfcv7fen1i9gappllh,32,3,0,1,0,1,São Paulo (SP),23,Sudeste,1,3,Empregado (CLT),18,Acima de 3.000,0,1,12,4,2,0,1
7fglb9623pthskmyoup7fglb93ugdcsb,28,2,0,0,0,1,São Paulo (SP),23,Sudeste,1,3,Empregado (CLT),4,Acima de 3.000,6,1,12,6,1,0,1
7g7sm94xiknudo42dh7g7sovondl88vp,39,4,0,4,0,1,Rio Grande do Sul (RS),20,Sul,2,2,Empregado (CLT),4,Acima de 3.000,6,2,12,7,6,0,0
7hm385gmvufsm8s160pix7hm385vbto1,30,3,0,1,0,1,São Paulo (SP),23,Sudeste,2,7,Empregado (CLT),13,de 101 a 500,0,2,13,6,2,0,1
7i18w7z1holl667i1ocfs3f9tc1r8w8p,33,3,0,1,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),19,de 101 a 500,0,1,11,4,5,0,1
7i6casnagnv70tdxa7i66i0x80eo8i7t,24,1,0,1,0,1,Rio Grande do Sul (RS),20,Sul,0,4,Estagiário,16,de 1 a 5,0,0,1,3,3,0,0
7ixsc8ua91dyza1ff7o7ixsc8e3z2srz,24,1,0,1,0,1,Minas Gerais (MG),9,Sudeste,2,3,Servidor Público,14,Acima de 3.000,0,0,11,4,2,0,1
7jb2o0ydgntx27xkb4fr5z9477jb2o0x,33,3,0,1,0,1,São Paulo (SP),23,Sudeste,1,4,Empregado (CLT),4,de 1.001 a 3.000,3,0,12,3,2,0,1
7jcegbbxpo7bof0h0qicodw947jcegbb,27,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,4,Empregado (CLT),4,de 101 a 500,1,1,11,4,1,0,1
7jk4j2l6tdr3kdhi137jk4j2kvxaqpxm,26,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),4,de 501 a 1.000,3,1,13,4,5,0,1
7jnlne3xk9mibt61dq7jnln4s7brg9dn,25,2,1,1,0,1,Bahia (BA),3,Nordeste,1,2,Empregado (CLT),4,de 101 a 500,6,1,11,3,1,0,0
7jp0wzpjdj04b781zt0a7jp0wzxrbpnj,32,3,1,1,0,1,Rio Grande do Sul (RS),20,Sul,4,2,Estagiário,20,de 501 a 1.000,6,0,1,1,3,0,0
7jyhajbc5qw7oj7u7jyhafb1yik585q7,33,3,0,1,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),4,de 1.001 a 3.000,1,1,11,3,0,0,1
7kavtdwzv1i6eu4fmft7kavtftceu4g2,26,2,1,1,0,1,Ceará (CE),4,Nordeste,0,7,Empregado (CLT),4,de 501 a 1.000,0,1,11,3,3,0,1
7kxr0j19ajhvh6gjx7kxr057q5134el9,24,1,1,1,0,1,Rio de Janeiro (RJ),17,Sudeste,3,7,Empregado (CLT),19,de 101 a 500,1,2,13,5,2,0,0
7kzzjwt68vmn2oabvkfal7kzzjwl4wvv,28,2,0,1,0,1,Minas Gerais (MG),9,Sudeste,1,2,Empregado (CLT),18,Acima de 3.000,6,2,12,5,1,0,1
7kzzqw39zsgnw47ag7kzzqw0pcx0llsp,27,2,0,1,0,1,Minas Gerais (MG),9,Sudeste,2,3,Empregado (CLT),4,Acima de 3.000,0,1,11,4,2,0,1
7m698ejn3rzv1jc7m698f3uop8wxsb0v,25,2,0,1,0,1,Minas Gerais (MG),9,Sudeste,3,4,Empregado (CLT),6,Acima de 3.000,3,1,13,3,2,0,1
7mon62nohxw64404diqy7mon3srbtq2q,29,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),18,Acima de 3.000,3,1,12,4,1,0,1
7o6wx3yrj5js5bk0d7o6wx353ktv822d,37,4,0,1,0,1,Paraná (PR),16,Sul,2,2,Empregado (CLT),18,Acima de 3.000,6,2,5,0,6,0,0
7oravp3iya6j2bg77oravp89s1qbtdx4,45,6,0,1,0,1,Bahia (BA),3,Nordeste,2,3,Servidor Público,14,de 501 a 1.000,1,1,12,6,2,0,0
7owhywl14p8rg0ayobk7owhyv5710xk3,26,2,0,4,0,1,São Paulo (SP),23,Sudeste,1,8,Empregado (CLT),16,de 101 a 500,6,2,13,5,1,0,1
7pcgz4jolr55g7pcgz112e1quww4egss,29,2,0,1,0,1,Rio Grande do Sul (RS),20,Sul,1,7,Empregado (CLT),4,Acima de 3.000,1,1,13,7,3,0,0
7phxn9km7uhk16dn7phxe62l61001p6g,26,2,0,1,0,1,Ceará (CE),4,Nordeste,2,4,Empregado (CLT),17,de 1.001 a 3.000,3,0,11,4,1,0,1
7prn2s0lnxkuhvb4pt97prn2seuf0wbg,28,2,1,1,0,1,Minas Gerais (MG),9,Sudeste,2,2,Empregado (CLT),18,Acima de 3.000,3,1,13,4,3,0,1
7qar643fmzpalraco7qar6487e6av7p5,35,4,0,0,0,1,São Paulo (SP),23,Sudeste,3,2,Empregado (CLT),20,de 1.001 a 3.000,3,2,4,7,3,0,1
7qnz7u5pwdrryqn7qnz6umzqg56vlr0v,33,3,0,1,0,1,Goiás (GO),7,Centro-oeste,0,2,Empregado (CLT),16,de 11 a 50,1,1,11,1,0,0,0
7qut4wgkbe65qhdd7qutbjpov3k6s27j,34,3,0,4,0,1,Pernambuco (PE),14,Nordeste,2,2,Empregado (CLT),18,Acima de 3.000,6,1,13,6,6,0,0
7rhlplw0kudv4joj7rhlplvl61t7o51n,30,3,0,6,0,1,Paraná (PR),16,Sul,3,3,Empregado (CLT),13,de 101 a 500,6,1,12,4,2,0,0
7rk2axc7kh0q3artjgcer7rk28kxco00,26,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),4,Acima de 3.000,0,1,13,3,2,0,1
7sqfkcnm47at9n7spwm05x95m9gqy2pp,29,2,0,4,0,1,São Paulo (SP),23,Sudeste,0,4,Empregado (CLT),6,Acima de 3.000,0,2,13,4,2,0,1
7sz2yjbbuur19jbk4i7sz2yj39t9mtip,30,3,0,1,0,1,São Paulo (SP),23,Sudeste,3,7,Empregado (CLT),4,Acima de 3.000,3,2,7,4,2,0,1
7tcy3z7lblduzszctq7tcy3ii3oi6ocg,27,2,1,4,0,1,Pernambuco (PE),14,Nordeste,1,0,Empreendedor ou Empregado (CNPJ),16,de 101 a 500,0,0,6,3,1,0,0
7tdftt9hna013w4avpnw4r7tdt5gy2jv,26,2,0,1,0,1,Espírito Santo (ES),6,Sudeste,1,7,Empregado (CLT),16,de 501 a 1.000,0,2,13,5,3,0,0
7tdz9kcsuufdzpb9apu7tdz9kc1avtc0,22,1,0,1,0,1,Rio Grande do Sul (RS),20,Sul,0,7,Empregado (CLT),5,de 1.001 a 3.000,6,2,13,6,1,0,0
7temu8xuugdida27tqc9r2z29tdn19sl,35,4,0,1,0,1,São Paulo (SP),23,Sudeste,3,7,Empregado (CLT),4,de 501 a 1.000,3,2,5,7,2,0,1
7to5v01sxg3p7t7khg38jhhgik8ui8b2,40,5,0,1,0,1,Goiás (GO),7,Centro-oeste,2,3,Empregado (CLT),17,Acima de 3.000,6,2,13,7,6,0,0
7u6opkj2tb1vg6euk7u6op5scfztmokx,31,3,1,1,0,1,São Paulo (SP),23,Sudeste,3,8,Empregado (CLT),20,de 51 a 100,6,1,13,3,1,0,1
7u9yh2zuuekc0b96plocf7u9yh23mfq7,34,3,1,4,0,1,Rio Grande do Sul (RS),20,Sul,2,7,Empregado (CLT),4,de 51 a 100,6,0,11,1,2,0,0
7xsyrdzdxicxxqefohzc7xsyr45pskp0,47,6,0,4,0,1,Bahia (BA),3,Nordeste,2,2,Empregado (CLT),8,Acima de 3.000,6,2,13,3,0,0,0
7xu0gtel1zyeku1ng9xb7xu0gyylcjdu,24,1,0,1,0,1,Rio Grande do Norte (RN),18,Nordeste,1,2,Empregado (CLT),16,Acima de 3.000,6,0,9,3,3,0,0
7xwcsakuw23bocjms7xwcsajv0p9mwmz,25,2,0,1,0,1,São Paulo (SP),23,Sudeste,3,7,Empregado (CLT),4,Acima de 3.000,3,1,13,4,2,0,1
7y4kcydwxr3xat3za7y4np039xg2h9hb,38,4,0,1,0,1,Pernambuco (PE),14,Nordeste,3,2,Empregado (CLT),20,de 101 a 500,6,2,13,7,5,0,0
7ykh1b3t4fj9nw7ykh1hfnfqx34yev6l,26,2,0,6,0,1,São Paulo (SP),23,Sudeste,2,7,Empregado (CLT),4,Acima de 3.000,1,2,13,6,2,0,1
7z404uzov9no6yhpwtynb57za2wddvkh,30,3,0,1,0,1,São Paulo (SP),23,Sudeste,2,2,Empregado (CLT),13,Acima de 3.000,6,2,4,7,3,0,1
7zsbr6cm2u9yhax6b7zsbr88fq7vk4h5,37,4,0,4,0,1,São Paulo (SP),23,Sudeste,2,3,Empregado (CLT),4,Acima de 3.000,1,2,13,7,2,0,1
801tg58zink9hfosqee801tg58k7unee,36,4,0,1,0,1,São Paulo (SP),23,Sudeste,2,6,Empregado (CLT),7,de 1.001 a 3.000,1,1,11,3,2,0,1
809ps5jhorxky9x8809pom8csvcy13k2,46,6,0,1,0,1,Minas Gerais (MG),9,Sudeste,2,7,Empregado (CLT),11,Acima de 3.000,6,1,4,3,2,0,1
80kptwjf7gzpflsu26580kptzo4p8mse,32,3,0,4,0,1,Minas Gerais (MG),9,Sudeste,1,6,Empregado (CLT),17,Acima de 3.000,1,1,9,3,2,0,1
80tjljonr9y42cm80tjdjioln0rihupo,44,5,0,1,0,1,São Paulo (SP),23,Sudeste,1,2,Servidor Público,14,Acima de 3.000,3,0,13,3,4,0,1
824dzmbuef6x92ed824d430vb2op9850,28,2,0,1,0,1,São Paulo (SP),23,Sudeste,1,7,Empregado (CLT),18,Acima de 3.000,1,1,12,4,3,0,1
829bc30zicap992r829bc3irbw0x4a47,32,3,0,4,0,1,Paraná (PR),16,Sul,1,2,Empregado (CLT),5,Acima de 3.000,0,0,11,3,3,0,0
82dm6qgzxrws2mnt0ow82dm65if5rduy,27,2,1,6,0,1,Minas Gerais (MG),9,Sudeste,1,2,Empregado (CLT),8,Acima de 3.000,7,1,13,4,4,0,1
82x14irbv4t5rbivlkez82x18e5at55f,24,1,0,1,0,1,Rio Grande do Sul (RS),20,Sul,1,7,Empregado (CLT),16,de 501 a 1.000,1,1,9,4,2,0,0
83t9ju2bjwivmt2iegkjx83t9ju2b2vm,22,1,0,4,0,1,Paraíba (PB),13,Nordeste,1,4,Empregado (CLT),16,de 51 a 100,3,1,11,5,3,0,1
84vl92w6ln4omfyl84vplxa1ilotbvrh,26,2,1,1,0,1,São Paulo (SP),23,Sudeste,2,7,Empregado (CLT),8,de 501 a 1.000,1,0,11,3,2,0,1
855jzyfbkqnbp6b9do1855jzy6ix46tz,22,1,0,1,0,1,São Paulo (SP),23,Sudeste,0,7,Estagiário,5,de 11 a 50,0,0,9,3,2,0,1
867xw5igla3p5zlmb867x1lb9j72r1lu,31,3,1,4,0,1,Minas Gerais (MG),9,Sudeste,1,2,Empregado (CLT),5,Acima de 3.000,0,2,13,7,3,0,1
86tl63j7v6x4qj86tl6nnfdi4w2xscns,30,3,0,6,0,1,Ceará (CE),4,Nordeste,3,7,Empregado (CLT),20,Acima de 3.000,3,1,12,4,2,0,1
86yiprkxbni6s86yip9x8yvkczvaxmu9,45,6,0,1,0,1,São Paulo (SP),23,Sudeste,4,6,Empregado (CLT),16,Acima de 3.000,3,2,5,7,4,0,1
873ba5lvc15o5upx6qquan873ba5lbw2,39,4,0,1,0,1,São Paulo (SP),23,Sudeste,1,6,Empregado (CLT),16,de 101 a 500,3,2,13,4,0,0,1
8742emy8c8j7jxmdsw2r8742e9thhu66,45,6,0,4,0,1,Rio de Janeiro (RJ),17,Sudeste,2,2,Empregado (CLT),17,Acima de 3.000,1,2,4,0,2,0,0
88b8ramuthtn5bqm58uk88b8ryck5uyu,37,4,1,6,0,1,São Paulo (SP),23,Sudeste,2,2,Empregado (CLT),0,Acima de 3.000,5,2,4,0,2,0,1
88jd45jp564iilxa488jdm6o2uglmoui,28,2,0,4,0,1,São Paulo (SP),23,Sudeste,1,7,Empregado (CLT),5,de 1.001 a 3.000,0,0,11,4,4,0,1
88k62abrtgatj6yb88k6bgd2cztv6i96,27,2,0,1,0,1,Paraná (PR),16,Sul,2,2,Empregado (CLT),15,Acima de 3.000,6,1,11,3,3,0,0
88rotfy5xq2vwvc88r679xrjld39p7ff,51,7,0,1,0,1,Rio Grande do Sul (RS),20,Sul,4,0,Empregado (CLT),16,de 101 a 500,0,2,13,7,2,0,0
894hu3fk1ugr4kuodgwcu894hup1w1hc,27,2,1,1,0,1,São Paulo (SP),23,Sudeste,2,2,Empregado (CLT),20,Acima de 3.000,1,0,11,4,2,0,1
89st30gtmdu2jug6pavn89st30gv8i6x,27,2,1,4,0,1,Rio Grande do Sul (RS),20,Sul,2,3,Empregado (CLT),4,de 11 a 50,1,2,13,6,3,0,0
89szh6j52e4loodfru89szh2ynrqrmme,24,1,0,1,0,1,Rio de Janeiro (RJ),17,Sudeste,1,7,Empregado (CLT),20,de 501 a 1.000,3,0,9,3,2,0,0
89vi471ke7epamrbdl89vi4fnpga58lp,33,3,0,4,0,1,Minas Gerais (MG),9,Sudeste,2,2,Empregado (CLT),16,de 101 a 500,0,0,11,3,0,0,1
8a2ya7g1h9p3gjpp8a2yana90iwqjbp3,27,2,0,1,0,1,São Paulo (SP),23,Sudeste,0,6,Empregado (CLT),3,de 101 a 500,6,1,12,3,2,0,1
8aegwlpiofofr39he8aegupmv33x1yje,25,2,0,1,0,1,São Paulo (SP),23,Sudeste,0,3,Empregado (CLT),8,de 101 a 500,0,1,11,3,2,0,1
8ba3l1aow0sel2xb8ba3lzqmmmoppska,34,3,0,5,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),4,Acima de 3.000,3,0,12,3,1,0,1
8bm7pawv7zji8bm05xjavfymarl2rd2f,24,1,0,4,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),4,de 101 a 500,6,0,11,4,6,0,1
8buf9oqtg64bfhg8bufncgu4o6f6qlzf,23,1,0,1,0,1,São Paulo (SP),23,Sudeste,0,2,Empregado (CLT),16,de 1.001 a 3.000,6,0,11,1,2,0,1
8cjne9crryvdao5eglgs8cjn3ksx75zy,32,3,0,1,0,1,Rio Grande do Sul (RS),20,Sul,1,3,Empregado (CLT),4,de 101 a 500,0,0,6,1,2,0,0
8clwl3dbn716djbc5xhb4h8clwl3bhe5,27,2,0,6,0,1,São Paulo (SP),23,Sudeste,2,4,Empregado (CLT),1,Acima de 3.000,3,1,13,5,2,0,1
8dj6a98jkdotyhhrpu78dj6a98djval6,28,2,0,1,0,1,São Paulo (SP),23,Sudeste,0,0,Estagiário,0,Acima de 3.000,0,0,6,1,2,0,1
8e4hb96ic20uyd57nvo5x8e4hk9ezfdn,28,2,1,1,0,1,Minas Gerais (MG),9,Sudeste,2,3,Empregado (CLT),5,de 101 a 500,0,0,11,1,2,0,1
8e6lwh20u01yeuq8qj8e6lwcnx4h9v1k,22,1,1,4,0,1,Paraíba (PB),13,Nordeste,1,2,Empreendedor ou Empregado (CNPJ),16,de 11 a 50,6,0,9,3,2,0,1
8emw0l1bzixllxdhfp8emw0larb0zqu1,26,2,0,1,0,1,Paraná (PR),16,Sul,1,3,Empreendedor ou Empregado (CNPJ),20,de 11 a 50,3,1,11,3,4,0,0
8f6ny5a2mjjp5lva58f6nd2bja75grdp,28,2,0,1,0,1,São Paulo (SP),23,Sudeste,2,7,Empregado (CLT),8,Acima de 3.000,1,1,11,3,2,0,1
8fw2jn6ci1omsj32mw8fw2jn82x5nryo,21,0,0,1,0,1,Rio de Janeiro (RJ),17,Sudeste,0,4,Estagiário,14,de 1.001 a 3.000,1,0,6,3,1,0,0
8gd9m1w9zqz4dxgb1mcw8gd9m1w9rhj3,26,2,0,1,0,1,Pará (PA),12,Norte,0,2,Estagiário,15,Acima de 3.000,0,0,2,3,2,0,0
8gju50eyq784wm78fp8gju5wx6u1l7cd,48,6,0,1,0,1,Rio Grande do Sul (RS),20,Sul,4,2,Freelancer,16,Acima de 3.000,1,2,5,0,0,0,0
8gvsiuc06fdvlctafkgkn8gvsh8ih2vb,27,2,0,4,0,1,Rio de Janeiro (RJ),17,Sudeste,2,2,Empregado (CLT),10,de 101 a 500,1,1,6,1,4,0,0
8h0vyam4pka4e88h0vvw6ofpily2uyuj,31,3,1,1,0,1,São Paulo (SP),23,Sudeste,1,3,Empregado (CLT),18,Acima de 3.000,5,1,13,3,5,0,1
8h326kkezdptisp8h32pfxo7l266918a,33,3,1,1,0,1,Ceará (CE),4,Nordeste,3,4,Empregado (CLT),18,de 1.001 a 3.000,3,2,4,6,2,0,1
8h3hjqtla6jrb3y013ivh78h3hjqh2ws,34,3,0,4,1,1,Distrito Federal (DF),5,Centro-oeste,1,7,Freelancer,1,de 1 a 5,7,2,4,4,2,0,0
8ifv5qjv899tfeb8q98ifv5q41jatq5h,34,3,0,1,0,1,São Paulo (SP),23,Sudeste,1,7,Empreendedor ou Empregado (CNPJ),16,de 11 a 50,6,1,13,3,5,0,1
8imwyhpkk6ytmeq3nf8imwyhph22lmmq,27,2,0,4,0,1,São Paulo (SP),23,Sudeste,1,2,Empregado (CLT),16,de 101 a 500,1,1,12,3,4,0,1
8j4h13bn4qfkrpj8j4h133hull0hszc2,27,2,1,1,0,1,São Paulo (SP),23,Sudeste,1,6,Empregado (CLT),9,de 1.001 a 3.000,1,1,12,4,1,0,1
8kajgw6qf7ypxuvy8kajgzw9q87ico9k,36,4,1,1,0,1,Rio de Janeiro (RJ),17,Sudeste,3,8,Empregado (CLT),16,de 501 a 1.000,6,1,11,3,1,0,0
8l0ui31kry95ykyw8l0g2pwfq2bwq87p,32,3,0,4,1,1,São Paulo (SP),23,Sudeste,3,7,Empregado (CLT),19,Acima de 3.000,3,2,4,5,3,0,1
8l28dcx66y433ty4l4j8l2s3mue0loff,25,2,0,0,0,1,Amazonas (AM),1,Norte,1,3,Empregado (CLT),18,de 101 a 500,1,1,6,4,3,0,0
8m6d9m4xvgdj5rf5l8m6d9ma037w9fcr,37,4,1,4,0,1,São Paulo (SP),23,Sudeste,1,7,Empregado (CLT),18,Acima de 3.000,3,2,13,0,2,0,1
8ma6xzjc593rfl7qsmet8ma6k85ss8zy,22,1,1,1,0,1,São Paulo (SP),23,Sudeste,1,7,Empregado (CLT),5,Acima de 3.000,1,0,9,4,2,0,1
8myudlvg104ne1h2g0v8myu125426yjp,29,2,0,1,0,1,São Paulo (SP),23,Sudeste,0,2,Empregado (CLT),9,de 501 a 1.000,0,0,9,1,2,0,1
8npjh2i1832zitd078648npjh2ix40y5,27,2,1,1,0,1,Minas Gerais (MG),9,Sudeste,1,7,Empregado (CLT),16,de 1.001 a 3.000,5,2,13,6,2,0,1
8oct9bb7rh88oc3lzjaj2e0dk2clnt49,22,1,0,4,0,1,São Paulo (SP),23,Sudeste,0,8,Empregado (CLT),4,Acima de 3.000,1,1,12,4,2,0,1
8oof0dzfsvzo925jqmz38oof7v5a8077,29,2,1,1,0,1,Rio Grande do Sul (RS),20,Sul,2,2,Empregado (CLT),4,Acima de 3.000,6,2,12,4,4,0,0
8owpq9nfxie2wy2g8owpq9zecu1k3e8z,32,3,1,6,0,1,Santa Catarina (SC),21,Sul,1,4,Empregado (CLT),8,Acima de 3.000,1,0,11,3,1,0,0
8pazomm9v39b3xfe088p00ki7c5bjk0f,29,2,0,1,0,1,Rio Grande do Sul (RS),20,Sul,1,7,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,8,de 11 a 50,3,2,5,5,4,0,0
8pxx9w3h0et5je9o8pxx9wx8w6swo7xk,40,5,1,1,0,1,São Paulo (SP),23,Sudeste,2,3,Empregado (CLT),0,Acima de 3.000,5,2,4,4,1,0,1
8qklai2t0bnviliyxtq8qk90utl7g5t3,38,4,0,1,0,1,Mato Grosso (MT),11,Centro-oeste,1,2,Servidor Público,16,Acima de 3.000,0,2,13,7,1,0,0
8qz5ivfeengkgvvclh1u8t988qz5ivrs,31,3,0,1,0,1,São Paulo (SP),23,Sudeste,1,7,Empregado (CLT),16,de 101 a 500,0,2,13,4,3,0,1
8rc7755gfwa8jtx78nds8rc775p3ao3v,34,3,0,1,0,1,Rio de Janeiro (RJ),17,Sudeste,2,2,Empregado (CLT),20,de 1.001 a 3.000,1,2,13,7,3,0,0
8s7e0hf1fo7qx8wr58s7e4uz8o00xgk4,25,2,1,1,0,1,Rio Grande do Sul (RS),20,Sul,2,0,Empregado (CLT),19,Acima de 3.000,1,1,12,3,2,0,0
8sfoprtv3nkyd8fq6m8sfvamkcqzo127,19,0,0,1,0,1,São Paulo (SP),23,Sudeste,0,4,Estagiário,4,Acima de 3.000,0,0,2,3,3,0,1
8t8w4pux11ujdxzp1b8t8w4pco3dz8qa,24,1,0,1,0,1,Paraná (PR),16,Sul,0,3,Estagiário,15,Acima de 3.000,0,0,6,3,3,0,0
8te2i17cwubuikgxb8te2hz5im19eevh,36,4,0,4,0,1,São Paulo (SP),23,Sudeste,2,2,Empregado (CLT),0,Acima de 3.000,6,1,4,5,1,0,1
8ueelxkf3v5ccmnc48ue3biampqiqgab,37,4,0,5,0,1,Amapá (AP),2,Norte,1,8,Empregado (CLT),5,de 51 a 100,8,1,11,3,3,0,0
8v2798uf2c8em65h98v2798fiztuyd2s,38,4,0,1,0,1,Santa Catarina (SC),21,Sul,2,2,Empregado (CLT),18,Acima de 3.000,6,2,4,4,6,0,0
