Id;Idade;Faixa idade;Gênero;Cor/raca/etnia;PCD;Vive no Brasil;Estado onde mora;UF onde mora;Região onde Mora;Nível de Ensino;Área de Formação;Qual sua situação atual de trabalho?;Setor;Numero de Funcionários;Cargo Atual;Nível;Faixa salarial;Quanto tempo de experiência na área de dados você tem?;Quanto tempo de experiência na área de TI/Engenharia de Software você teve antes de começar a trabalhar na área de dados?;Qual o número aproximado de pessoas que atuam com dados na sua empresa hoje?;Cientista de Dados/Data Scientist
unzkhphqnrn6wzlyaunzktbanajn8y42;25;25-29;Masculino;Parda;Não;1;Minas Gerais (MG);MG;Sudeste;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empreendedor ou Empregado (CNPJ);Área de Consultoria;de 6 a 10;Analista de Inteligência de Mercado/Market Intelligence;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 4 a 6 anos;de 3 a 4 anos;;
uo2a5b4w6eyfettjvazhhuo2a5b7slq8;33;30-34;Masculino;Branca;Não;1;Santa Catarina (SC);SC;Sul;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Agronegócios;Acima de 3.000;Analista de Dados/Data Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
uo9per59ufklfuongsdcg8hjtcyvmqm5;32;30-34;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde;Empregado (CLT);Outra Opção;de 11 a 50;Outra Opção;Júnior;de R$ 1.001/mês a R$ 2.000/mês;Não tenho experiência na área de dados;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
uoaqx0kgzcd4h3d4976spjuoaqxphhab;26;25-29;Masculino;Preta;Não;1;Ceará (CE);CE;Nordeste;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Educação;de 51 a 100;Analista de Dados/Data Analyst;Júnior;de R$ 3.001/mês a R$ 4.000/mês;de 3 a 4 anos;de 1 a 2 anos;;
uoas5f7au7dctrbsnd6ouoas5f7cgj3s;28;25-29;Masculino;Parda;Não;1;Pará (PA);PA;Norte;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Tecnologia/Fábrica de Software;de 501 a 1.000;Engenheiro de Machine Learning/ML Engineer/AI Engineer;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
uohe5urth3a9ynvimiise55uohe5uy90;36;35-39;Masculino;Branca;Não;1;Rio Grande do Norte (RN);RN;Nordeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Telecomunicação;Acima de 3.000;Analista de Negócios/Business Analyst;Sênior;de R$ 4.001/mês a R$ 6.000/mês;Menos de 1 ano;de 7 a 10 anos;;
uojomrjqmw8mj8b4e88qiuojomrqvj2q;41;40-44;Masculino;Branca;Não;1;Santa Catarina (SC);SC;Sul;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);Varejo;de 501 a 1.000;Analista de BI/BI Analyst;Pleno;de R$ 12.001/mês a R$ 16.000/mês;de 3 a 4 anos;de 7 a 10 anos;;
uokxsyvaldxhzc5ztg5uokxsv9h44tmx;44;40-44;Masculino;Parda;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Marketing;de 501 a 1.000;Analista de Dados/Data Analyst;Sênior;de R$ 6.001/mês a R$ 8.000/mês;Mais de 10 anos;Menos de 1 ano;;
uppg54sd1jbrztuppg28oajz3vr24vhh;43;40-44;Masculino;Branca;Não;1;Rio de Janeiro (RJ);RJ;Sudeste;Graduação/Bacharelado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Vivo no Brasil e trabalho remoto para empresa de fora do Brasil;Finanças ou Bancos;de 1 a 5;Cientista de Dados/Data Scientist;Sênior;de R$ 30.001/mês a R$ 40.000/mês;de 7 a 10 anos;Mais de 10 anos;;
upqu0wv8iijjv13oikupqnymdgie8o9t;52;50-54;Masculino;Preta;Não;1;Distrito Federal (DF);DF;Centro-oeste;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Tecnologia/Fábrica de Software;de 1.001 a 3.000;DBA/Administrador de Banco de Dados;Sênior;de R$ 8.001/mês a R$ 12.000/mês;Mais de 10 anos;Mais de 10 anos;;
upuvvrzljoquy4g2upuq595ryt7oilgb;51;50-54;Feminino;Branca;Não;1;Rio Grande do Sul (RS);RS;Sul;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Freelancer;Área da Saúde;de 6 a 10;Analista de Negócios/Business Analyst;Júnior;de R$ 2.001/mês a R$ 3.000/mês;Menos de 1 ano;Menos de 1 ano;;
uqpcim7i44lv9wkg7uuqpcimneec09kn;23;22-24;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;de 51 a 100;Engenheiro de Machine Learning/ML Engineer/AI Engineer;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
uqt844wqkpuqqg8vgchb16ozcvqqg8vv;48;45-49;Feminino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde;Desempregado, buscando recolocação;;;;;;;;;
uqtm3wxhhrdpwgocpfxmuqtm3wxhip54;31;30-34;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Estudante de Graduação;Outra opção;Empreendedor ou Empregado (CNPJ);Tecnologia/Fábrica de Software;de 101 a 500;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Menos de 1 ano;;
ur1is4bwrp7zzur1i4dttle3kbnlhhug;30;30-34;Feminino;Parda;Não;1;Distrito Federal (DF);DF;Centro-oeste;Pós-graduação;Outras Engenharias;Empregado (CLT);Educação;de 1.001 a 3.000;Analista de Dados/Data Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 4 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
urtowpb483nfurt1f2fzkenytxw9cqj1;27;25-29;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;Acima de 3.000;Cientista de Dados/Data Scientist;Júnior;de R$ 8.001/mês a R$ 12.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
us2j9uqqty3mapa95us2j9uhqcerx15p;30;30-34;Feminino;Branca;Não;1;Rio Grande do Norte (RN);RN;Nordeste;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Estagiário;Setor Público;Acima de 3.000;Analista de BI/BI Analyst;Júnior;de R$ 1.001/mês a R$ 2.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
us2ynzagqvw0rtd2pus2ynzrod0oxcfv;34;30-34;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Vivo no Brasil e trabalho remoto para empresa de fora do Brasil;Internet/Ecommerce;de 501 a 1.000;Analista de Dados/Data Analyst;Sênior;de R$ 30.001/mês a R$ 40.000/mês;de 4 a 6 anos;Menos de 1 ano;;
usexgopfsqs2mnj9oxvusexg5msmlk4a;29;25-29;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Mestrado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Internet/Ecommerce;de 101 a 500;Cientista de Dados/Data Scientist;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 5 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
usfsq3tnxbrqy25sztphtusfsq3tycbh;34;30-34;Masculino;Branca;Não;1;Paraná (PR);PR;Sul;Doutorado ou Phd;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empreendedor ou Empregado (CNPJ);Área de Consultoria;de 101 a 500;Cientista de Dados/Data Scientist;Pleno;de R$ 6.001/mês a R$ 8.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
uspoux7h6u3phogidhguspousanbpkgn;33;30-34;Masculino;Parda;Não;1;Ceará (CE);CE;Nordeste;Graduação/Bacharelado;Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde;Desempregado, buscando recolocação;;;;;;;;;
uswkfsv2y5uty9j536lkuswk9ghsn6a5;29;25-29;Feminino;Parda;Não;1;Pernambuco (PE);PE;Nordeste;Graduação/Bacharelado;Ciências Sociais;Empregado (CLT);Área de Consultoria;de 501 a 1.000;Analista de BI/BI Analyst;Pleno;de R$ 3.001/mês a R$ 4.000/mês;de 1 a 2 anos;Menos de 1 ano;;
utf8rllkbwbo51d1zdwpv3utf8rllu8h;21;17-21;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Outra opção;Empregado (CLT);Telecomunicação;Acima de 3.000;Analista de Dados/Data Analyst;Júnior;de R$ 2.001/mês a R$ 3.000/mês;de 1 a 2 anos;Menos de 1 ano;;
utwox68aowh3eo3urbutwo3elr0ue6rn;29;25-29;Feminino;Branca;Não;1;Minas Gerais (MG);MG;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Setor Automotivo;Acima de 3.000;Analista de Dados/Data Analyst;Sênior;de R$ 6.001/mês a R$ 8.000/mês;de 7 a 10 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
utzp13kvftp8idku3oqutzp1jk9yddxn;41;40-44;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Mestrado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Área da Saúde;Acima de 3.000;;;de R$ 25.001/mês a R$ 30.000/mês;Mais de 10 anos;Mais de 10 anos;51 - 100;1
uu1df2r82s3e6kuu1da35oa8mv9m369z;20;17-21;Masculino;Branca;Não;1;Minas Gerais (MG);MG;Sudeste;Não tenho graduação formal;;Empregado (CLT);Setor Alimentício;Acima de 3.000;Cientista de Dados/Data Scientist;Júnior;de R$ 2.001/mês a R$ 3.000/mês;Menos de 1 ano;Menos de 1 ano;;
uujs3wjo0jltoxaynmfi0uujs3wjo0fi;23;22-24;Masculino;Branca;Não;1;Rio de Janeiro (RJ);RJ;Sudeste;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Estagiário;Seguros ou Previdência;Acima de 3.000;Analista de Dados/Data Analyst;Júnior;de R$ 2.001/mês a R$ 3.000/mês;de 1 a 2 anos;de 1 a 2 anos;;
uv4eqpaxno4yekjaoguv4eq4zs95llzo;25;25-29;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Tecnologia/Fábrica de Software;de 101 a 500;Analista de Dados/Data Analyst;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
uvd1i9lwsvvn6yuvd1m4x49fdss76qfp;29;25-29;Masculino;Parda;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Engenheiro de Machine Learning/ML Engineer/AI Engineer;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;Menos de 1 ano;;
uvr3t5qzdm62dnssx9uvr3t5012ly8eq;33;30-34;Feminino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Doutorado ou Phd;Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde;Empregado (CLT);Área da Saúde;Acima de 3.000;Analista de Dados/Data Analyst;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;de 3 a 4 anos;;
uw4ryabaxvr620jiqduw4ryaeioo86ap;23;22-24;Masculino;Branca;Não;1;Amazonas (AM);AM;Norte;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Varejo;Acima de 3.000;Engenheiro de Machine Learning/ML Engineer/AI Engineer;Júnior;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
uw8kj1ljmptfol0w0xuw8kjugn2sqebs;39;35-39;Masculino;Parda;Não;Inválido;;;;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Vivo fora do Brasil e trabalho para empresa de fora do Brasil;Indústria;Acima de 3.000;Analista de BI/BI Analyst;Sênior;de R$ 25.001/mês a R$ 30.000/mês;Mais de 10 anos;Menos de 1 ano;;
uwg9tle8g9lf1bvcrabquwg9thlwua73;28;25-29;Masculino;Parda;Não;1;Paraná (PR);PR;Sul;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;de 11 a 50;Analista de BI/BI Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 4 a 6 anos;Menos de 1 ano;;
uwks7tffbi53ayuwksejl9clqoliari6;40;40-44;Masculino;Branca;Não;1;Minas Gerais (MG);MG;Sudeste;Mestrado;Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde;Empregado (CLT);Área da Saúde;de 101 a 500;Cientista de Dados/Data Scientist;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;de 1 a 2 anos;;
uwlhi7e26pd4u2oc3et02kuwlhi7e1bk;42;40-44;Masculino;Branca;Não;1;Rio Grande do Sul (RS);RS;Sul;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Analista de Dados/Data Analyst;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 5 a 6 anos;Mais de 10 anos;;
uwmxt5oo3wcrzkuwmxt5t0rj85a8mubz;25;25-29;Masculino;Branca;Não;Inválido;;;;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Vivo fora do Brasil e trabalho para empresa de fora do Brasil;Setor Alimentício;Acima de 3.000;;;de R$ 30.001/mês a R$ 40.000/mês;de 4 a 6 anos;de 1 a 2 anos;Acima de 300 pessoas;1
ux1cn5ozo548taw4xtfux1cn5pt8rpyg;35;35-39;Masculino;Branca;Não;1;Ceará (CE);CE;Nordeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Varejo;Acima de 3.000;Outra Opção;Júnior;de R$ 2.001/mês a R$ 3.000/mês;de 1 a 2 anos;de 3 a 4 anos;;
ux83cpo3aykxkcuvc5zux83cpfj4l4h3;57;55+;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Área de Consultoria;de 6 a 10;Analista de Dados/Data Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;Mais de 10 anos;Mais de 10 anos;;
uxk2uhj8o086jcp85yuxk2u0c2ahgadl;20;17-21;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Somente Estudante (graduação);;;;;;;;;
uxu4tafuunzzci5qauxuxbvjqkajmh69;33;30-34;Feminino;Branca;Não;1;Minas Gerais (MG);MG;Sudeste;Mestrado;Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde;Desempregado, buscando recolocação;;;;;;;;;
uxw6mv4v7kwzhy0uxw6mcud07y4j2ccx;40;40-44;Masculino;Branca;Não;1;Paraná (PR);PR;Sul;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Indústria;Acima de 3.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 12.001/mês a R$ 16.000/mês;Mais de 10 anos;de 5 a 6 anos;;
uy4clvt7mtkapv0jljqiuy4clv0t7l9m;45;45-49;Feminino;Branca;Não;1;Rio Grande do Sul (RS);RS;Sul;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Analista de BI/BI Analyst;Sênior;de R$ 6.001/mês a R$ 8.000/mês;Mais de 10 anos;Menos de 1 ano;;
uy5lerztmct5zb9z8ow4oauy5lncimuo;45;45-49;Masculino;Parda;Não;1;Pará (PA);PA;Norte;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Outra Opção;Júnior;de R$ 8.001/mês a R$ 12.000/mês;Não tenho experiência na área de dados;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
uy749sjtsxx0ssfuy749bc87u6zvztub;34;30-34;Masculino;Prefiro não informar;Prefiro não informar;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Cientista de Dados/Data Scientist;Júnior;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Menos de 1 ano;;
uy79tpa7fy2t5dd11uy79tm8n52tzzth;40;40-44;Feminino;Parda;Não;1;Pernambuco (PE);PE;Nordeste;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Desempregado, buscando recolocação;;;;;;;;;
uy9jm46ca1wd3u8qhkb6uuy9jm46ggnv;36;35-39;Masculino;Branca;Não;1;Minas Gerais (MG);MG;Sudeste;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Área de Consultoria;Acima de 3.000;;;de R$ 16.001/mês a R$ 20.000/mês;Mais de 10 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;Acima de 300 pessoas;1
uyc6k16tbvz1dchoyqg9uyc65tvbs8c0;34;30-34;Masculino;Branca;Não;1;Rio de Janeiro (RJ);RJ;Sudeste;Mestrado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empreendedor ou Empregado (CNPJ);Tecnologia/Fábrica de Software;de 1 a 5;;;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;de 5 a 6 anos;1 - 3;1
uyfyy11y5r54c881jjjlw9uyfyy1108h;25;25-29;Masculino;Branca;Sim;1;Paraná (PR);PR;Sul;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Indústria;Acima de 3.000;Analista de BI/BI Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
uypf9mmyicu02uypf9m6q6hod2mqqrqr;27;25-29;Masculino;Branca;Não;1;Pernambuco (PE);PE;Nordeste;Pós-graduação;Outras Engenharias;Empregado (CLT);Tecnologia/Fábrica de Software;de 101 a 500;Cientista de Dados/Data Scientist;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;de 3 a 4 anos;;
uyyczxou831hvbdszauyycz609nndb3e;42;40-44;Feminino;Branca;Não;1;Santa Catarina (SC);SC;Sul;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Servidor Público;Setor Público;de 6 a 10;;;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;1 - 3;0
uz0ci6391aeo05ushjuz6vchb4gvwz7e;30;30-34;Masculino;Preta;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Varejo;Acima de 3.000;Analista de Dados/Data Analyst;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
uz326g5kcvgpla6p8xs1uz326g57r47u;24;22-24;Masculino;Parda;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Desempregado, buscando recolocação;;;;;;;;;
uz9klfwaxjy8lbhykkja81uz9klfwlst;31;30-34;Masculino;Parda;Não;1;Pernambuco (PE);PE;Nordeste;Pós-graduação;Outras Engenharias;Empregado (CLT);Finanças ou Bancos;de 101 a 500;Analista de BI/BI Analyst;Sênior;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
uzk8qktqr8tjvvebuzk8qur5fgl5zuqp;32;30-34;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Doutorado ou Phd;Química / Física;Empregado (CLT);Varejo;Acima de 3.000;;;de R$ 16.001/mês a R$ 20.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;Acima de 300 pessoas;1
uzm3gv3cf08ugigxryxyuzm3gve3x02k;30;30-34;Feminino;Branca;Não;1;Rio de Janeiro (RJ);RJ;Sudeste;Mestrado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Analista de Dados/Data Analyst;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;de 3 a 4 anos;;
uzopy86cziyfbr8fmotuzotzwck5d9qa;35;35-39;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 6.001/mês a R$ 8.000/mês;de 7 a 10 anos;de 5 a 6 anos;;
uzp0346jb3ed4v8uzxb1n46oqh0ksdqi;19;17-21;Masculino;Parda;Não;1;Distrito Federal (DF);DF;Centro-oeste;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Somente Estudante (graduação);;;;;;;;;
v0peaujhu62aohqofzmv0pea2h85t08o;36;35-39;Masculino;Parda;Não;1;Paraná (PR);PR;Sul;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Tecnologia/Fábrica de Software;de 51 a 100;Analista de BI/BI Analyst;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Menos de 1 ano;;
v0svanmx11mrngzpjsv0svagkd1c2ayn;32;30-34;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Varejo;Acima de 3.000;Analista de Dados/Data Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
v0w4xvxkyjaoku3oo4esv0w4kblimqnq;29;25-29;Masculino;Parda;Não;1;Rio de Janeiro (RJ);RJ;Sudeste;Graduação/Bacharelado;Química / Física;Empregado (CLT);Setor Imobiliário/ Construção Civil;de 1.001 a 3.000;Cientista de Dados/Data Scientist;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 1 a 2 anos;Menos de 1 ano;;
v10d2vqyvc6eq5chqx80zv10djnfasaj;28;25-29;Masculino;Parda;Não;1;Distrito Federal (DF);DF;Centro-oeste;Pós-graduação;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Seguros ou Previdência;de 101 a 500;;;de R$ 12.001/mês a R$ 16.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;4 - 10;0
v11bb4b7zie1mv0wedwhlb6a8bne4hn0;25;25-29;Masculino;Parda;Não;1;Goiás (GO);GO;Centro-oeste;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Tecnologia/Fábrica de Software;de 1.001 a 3.000;Analista de Dados/Data Analyst;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
v16xbbwljwal64n3rvov16x8nombowci;37;35-39;Feminino;Branca;Não;1;Pernambuco (PE);PE;Nordeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Estagiário;Tecnologia/Fábrica de Software;Acima de 3.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Júnior;Menos de R$ 1.000/mês;de 1 a 2 anos;Menos de 1 ano;;
