Id;Idade;Faixa idade;Gênero;Cor/raca/etnia;PCD;Vive no Brasil;Estado onde mora;UF onde mora;Região onde Mora;Nível de Ensino;Área de Formação;Qual sua situação atual de trabalho?;Setor;Numero de Funcionários;Cargo Atual;Nível;Faixa salarial;Quanto tempo de experiência na área de dados você tem?;Quanto tempo de experiência na área de TI/Engenharia de Software você teve antes de começar a trabalhar na área de dados?;Qual o número aproximado de pessoas que atuam com dados na sua empresa hoje?;Cientista de Dados/Data Scientist
6mxff6os0rj299ylp6mxfw1ivn8b5zl5;47;45-49;Masculino;Parda;Não;1;Minas Gerais (MG);MG;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Agronegócios;de 501 a 1.000;Analista de Negócios/Business Analyst;Júnior;de R$ 2.001/mês a R$ 3.000/mês;de 4 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
6necr1yysoxm6vjpun6necr1yyyl7fh0;31;30-34;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Outra Opção;Acima de 3.000;Outras Engenharias (não inclui dev);Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 1 a 2 anos;Mais de 10 anos;;
6ng920wjd10w5p6ngnfztycr77yvjlsg;30;30-34;Feminino;Parda;Não;1;Distrito Federal (DF);DF;Centro-oeste;Doutorado ou Phd;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Outra Opção;Acima de 3.000;Cientista de Dados/Data Scientist;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 7 a 10 anos;Menos de 1 ano;;
6nrcabq42kkdv3odeaj36nrcab3wfafb;44;40-44;Masculino;Branca;Não;1;Minas Gerais (MG);MG;Sudeste;Mestrado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Área de Consultoria;de 51 a 100;Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO);Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 3 a 4 anos;de 7 a 10 anos;;
6nunmfmthjn0gcx6nun2tl3ayfcs2hcp;19;17-21;Masculino;Parda;Não;1;São Paulo (SP);SP;Sudeste;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Somente Estudante (graduação);;;;;;;;;
6nuyqcll2v9r6z9whoz6nuyqql6e0lww;35;35-39;Masculino;Amarela;Não;1;Mato Grosso do Sul (MS);MS;Centro-oeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Indústria;Acima de 3.000;Cientista de Dados/Data Scientist;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;de 5 a 6 anos;;
6oqsip2uq0qhu6r6oqvhdogoo2wdjf7x;28;25-29;Masculino;Parda;Sim;1;Minas Gerais (MG);MG;Sudeste;Graduação/Bacharelado;Marketing / Publicidade / Comunicação / Jornalismo;Estagiário;Entretenimento ou Esportes;de 51 a 100;Analista de Dados/Data Analyst;Júnior;de R$ 2.001/mês a R$ 3.000/mês;Menos de 1 ano;Menos de 1 ano;;
6p165s17avierbg91n86p16pfdvyoei0;31;30-34;Feminino;Branca;Não;1;Paraná (PR);PR;Sul;Mestrado;Química / Física;Empregado (CLT);Indústria;de 11 a 50;Analista de Dados/Data Analyst;Júnior;de R$ 4.001/mês a R$ 6.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
6pphjy5h6fagqcnkw6pphj5taq6uwwen;25;25-29;Masculino;Branca;Não;1;Mato Grosso do Sul (MS);MS;Centro-oeste;Mestrado;Química / Física;Empregado (CLT);Setor Público;de 51 a 100;Cientista de Dados/Data Scientist;Júnior;de R$ 3.001/mês a R$ 4.000/mês;de 1 a 2 anos;Menos de 1 ano;;
6pqc86biw91is2out6pqc61lein0hhpb;25;25-29;Feminino;Parda;Não;1;Minas Gerais (MG);MG;Sudeste;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Analista de Dados/Data Analyst;Júnior;de R$ 4.001/mês a R$ 6.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
6prtuklys2ab8bo1r6prtuklqb4wwuyr;48;45-49;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Analista de Dados/Data Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;Mais de 10 anos;de 3 a 4 anos;;
6pvc9ra1tty3fwwe6pvc9rrsqnz51yws;30;30-34;Masculino;Preta;Não;1;Amazonas (AM);AM;Norte;Mestrado;Química / Física;Empregado (CLT);Varejo;Acima de 3.000;Engenheiro de Machine Learning/ML Engineer/AI Engineer;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;de 3 a 4 anos;;
6pvrl57dux4ffehfq0l236pvrl52matx;41;40-44;Masculino;Branca;Não;1;Pernambuco (PE);PE;Nordeste;Mestrado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Setor de Energia;Acima de 3.000;;;de R$ 25.001/mês a R$ 30.000/mês;de 5 a 6 anos;Mais de 10 anos;11 - 20;1
6pvrpxlfcuqjgu6pvocjf78tz23y2kve;31;30-34;Masculino;Indígena;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);Finanças ou Bancos;de 101 a 500;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 20.001/mês a R$ 25.000/mês;Mais de 10 anos;de 1 a 2 anos;;
6qarfct8foodu6qagrp5ys1obafugx4d;60;55+;Masculino;Branca;Não;Inválido;;;;Mestrado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empreendedor ou Empregado (CNPJ);Área de Consultoria;de 1 a 5;;;de R$ 16.001/mês a R$ 20.000/mês;de 1 a 2 anos;de 1 a 2 anos;1 - 3;0
6r26kzyswyad1bi3vth6x26r26kzyswq;41;40-44;Masculino;Branca;Não;1;Minas Gerais (MG);MG;Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Desempregado, buscando recolocação;;;;;;;;;
6r9uc23g2ytqzk4nb356r9u0jqoqo16p;28;25-29;Masculino;Preta;Não;1;Minas Gerais (MG);MG;Sudeste;Pós-graduação;Outra opção;Empregado (CLT);Tecnologia/Fábrica de Software;Acima de 3.000;;;de R$ 8.001/mês a R$ 12.000/mês;de 4 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;101 - 300;1
6rat3lgphbcn1uun6raeax5skjwnfsae;42;40-44;Masculino;Branca;Não;1;Pernambuco (PE);PE;Nordeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);Tecnologia/Fábrica de Software;de 101 a 500;;;de R$ 8.001/mês a R$ 12.000/mês;Mais de 10 anos;Mais de 10 anos;21 - 50;1
6rs6oof07rxvnqg036rs6oy38n7a46pq;33;30-34;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Outras Engenharias;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;;;de R$ 16.001/mês a R$ 20.000/mês;de 7 a 10 anos;de 1 a 2 anos;Acima de 300 pessoas;1
6s8zw6s8cnaz5e5x1fr6s8zwo32c5vop;26;25-29;Masculino;Branca;Não;1;Minas Gerais (MG);MG;Sudeste;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Indústria;de 501 a 1.000;Analista de BI/BI Analyst;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;de 1 a 2 anos;;
6t407zallon3afy6p6nvur0t2m8thbkd;34;30-34;Masculino;Parda;Não;1;Paraná (PR);PR;Sul;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Estagiário;Agronegócios;Acima de 3.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Júnior;de R$ 2.001/mês a R$ 3.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
6tc31qpred3yh4c96tc3j7lpa6dwktod;22;22-24;Masculino;Amarela;Não;1;São Paulo (SP);SP;Sudeste;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Varejo;Acima de 3.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 5 a 6 anos;Menos de 1 ano;;
6thzk4iqfra2f6thzku6l48kx796yob3;36;35-39;Masculino;Branca;Não;1;Paraná (PR);PR;Sul;Pós-graduação;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Internet/Ecommerce;Acima de 3.000;Cientista de Dados/Data Scientist;Sênior;de R$ 16.001/mês a R$ 20.000/mês;Mais de 10 anos;de 5 a 6 anos;;
6ug59wpn9ctb7uwhb8qb5yx7mhc6ug59;27;25-29;Prefiro não informar;Prefiro não informar;Não;1;Minas Gerais (MG);MG;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);Área da Saúde;Acima de 3.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Júnior;de R$ 3.001/mês a R$ 4.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
6uqkpx6vji5j6hbdb6uqkptszmpmy462;26;25-29;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Indústria;de 501 a 1.000;Cientista de Dados/Data Scientist;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;de 1 a 2 anos;;
6usied43a3ig41g81ob6usiy2zrt0u1z;24;22-24;Masculino;Branca;Não;1;Paraná (PR);PR;Sul;Mestrado;Outras Engenharias;Empregado (CLT);Agronegócios;Acima de 3.000;Analista de Dados/Data Analyst;Júnior;de R$ 4.001/mês a R$ 6.000/mês;Menos de 1 ano;de 1 a 2 anos;;
6utd08ogvo2nq7s6utd083420gcykh5j;32;30-34;Feminino;Branca;Não;1;Rio de Janeiro (RJ);RJ;Sudeste;Pós-graduação;Outra opção;Vivo no Brasil e trabalho remoto para empresa de fora do Brasil;Tecnologia/Fábrica de Software;de 501 a 1.000;Outra Opção;Pleno;de R$ 25.001/mês a R$ 30.000/mês;de 3 a 4 anos;Menos de 1 ano;;
6w1hxfiupbusyby6w18ev2amvjdjvg90;18;17-21;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Somente Estudante (graduação);;;;;;;;;
6wj3ftwaiyidiyd408g23s6wj3ftv0v3;37;35-39;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Mestrado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Vivo no Brasil e trabalho remoto para empresa de fora do Brasil;Tecnologia/Fábrica de Software;de 51 a 100;;;de R$ 30.001/mês a R$ 40.000/mês;de 7 a 10 anos;de 1 a 2 anos;11 - 20;1
6xce4e0v6wd9nbqu6xce6pmhfddpjqja;40;40-44;Masculino;Branca;Não;1;Rio Grande do Sul (RS);RS;Sul;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;Acima de 3.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 20.001/mês a R$ 25.000/mês;Mais de 10 anos;Mais de 10 anos;;
6xhkufk822zdn2yk70lg6x9wdlox0oxl;53;50-54;Masculino;Parda;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;Acima de 3.000;;;Acima de R$ 40.001/mês;Mais de 10 anos;de 7 a 10 anos;21 - 50;1
6xootynowwwm0c6xo9yc6maglqseapxy;51;50-54;Masculino;Preta;Não;1;São Paulo (SP);SP;Sudeste;Não tenho graduação formal;;Desempregado, buscando recolocação;;;;;;;;;
6yanzfehay6rvdtbl6h8mr6yanqaibqw;31;30-34;Masculino;Branca;Sim;1;Espírito Santo (ES);ES;Sudeste;Pós-graduação;Outras Engenharias;Empregado (CLT);Tecnologia/Fábrica de Software;Acima de 3.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Júnior;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;de 1 a 2 anos;;
70b87gvy74kodk2kiopzqz0a70b87gse;29;25-29;Masculino;Parda;Não;Inválido;;;;Mestrado;Outras Engenharias;Vivo fora do Brasil e trabalho para empresa de fora do Brasil;Telecomunicação;Acima de 3.000;Outras Engenharias (não inclui dev);Júnior;de R$ 8.001/mês a R$ 12.000/mês;Não tenho experiência na área de dados;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
70e5jnez1hihyhrevi70e5jnenr4iduk;37;35-39;Feminino;Branca;Não;1;Santa Catarina (SC);SC;Sul;Pós-graduação;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Varejo;Acima de 3.000;;;de R$ 12.001/mês a R$ 16.000/mês;Mais de 10 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;Acima de 300 pessoas;1
717awn534xl21pi4dpg717awn5ma2vf0;39;35-39;Masculino;Parda;Não;1;Distrito Federal (DF);DF;Centro-oeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Vivo no Brasil e trabalho remoto para empresa de fora do Brasil;Educação;de 101 a 500;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 30.001/mês a R$ 40.000/mês;Mais de 10 anos;de 3 a 4 anos;;
718vekkm9lwd8b7kuhjni6kpb718vekk;26;25-29;Feminino;Branca;Não;1;Distrito Federal (DF);DF;Centro-oeste;Graduação/Bacharelado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Varejo;Acima de 3.000;Cientista de Dados/Data Scientist;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;Menos de 1 ano;;
71e4hwl0a4luhrvoo71e4hqtyqi7fvzh;26;25-29;Feminino;Branca;Não;1;Paraná (PR);PR;Sul;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Área de Consultoria;de 1.001 a 3.000;Analista de Dados/Data Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 3 a 4 anos;de 1 a 2 anos;;
71i5mjafoe2tduvrto3l71i5mjht458c;21;17-21;Masculino;Parda;Não;1;São Paulo (SP);SP;Sudeste;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Estagiário;Agronegócios;de 51 a 100;Cientista de Dados/Data Scientist;Júnior;de R$ 1.001/mês a R$ 2.000/mês;Menos de 1 ano;Menos de 1 ano;;
71kyufup2jtafiz1i71kyuao1dzty935;33;30-34;Masculino;Amarela;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Outras Engenharias;Empreendedor ou Empregado (CNPJ);Varejo;de 101 a 500;;;de R$ 16.001/mês a R$ 20.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;4 - 10;0
71q207i3sc701rsgthhjm71q207i7qvt;32;30-34;Masculino;Branca;Não;1;Santa Catarina (SC);SC;Sul;Mestrado;Outras Engenharias;Empreendedor ou Empregado (CNPJ);Área de Consultoria;de 51 a 100;;;de R$ 8.001/mês a R$ 12.000/mês;Menos de 1 ano;Menos de 1 ano;21 - 50;0
724kl4qqf04ds4sbv724k17pl0oajv6k;29;25-29;Feminino;Preta;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Ciências Sociais;Empregado (CLT);Marketing;de 101 a 500;Analista de Dados/Data Analyst;Pleno;de R$ 3.001/mês a R$ 4.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
72b40emuf83p872li5jiuw5rtejhtph3;35;35-39;Masculino;Branca;Não;Inválido;;;;Mestrado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empreendedor ou Empregado (CNPJ);Área de Consultoria;de 101 a 500;;;de R$ 20.001/mês a R$ 25.000/mês;Mais de 10 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;Acima de 300 pessoas;1
72d4tk09ifv7vkedf872d4tkwg33ekto;33;30-34;Masculino;Branca;Não;1;Goiás (GO);GO;Centro-oeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Servidor Público;Setor Público;Acima de 3.000;Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas;Júnior;de R$ 8.001/mês a R$ 12.000/mês;Menos de 1 ano;de 1 a 2 anos;;
72loczcvqn6vuwn72l5uedt46zjdju5b;40;40-44;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Outras Engenharias;Empregado (CLT);Telecomunicação;Acima de 3.000;;;de R$ 25.001/mês a R$ 30.000/mês;de 4 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;101 - 300;1
72vh1mup244pp72vtkzkw5uk9dh99shs;33;30-34;Feminino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Doutorado ou Phd;Ciências Sociais;Trabalho na área Acadêmica/Pesquisador;;;;;;;;;
72zxspe33xqva0beok72zxs8p21hfjv5;35;35-39;Feminino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Outra opção;Prefiro não informar;Área de Consultoria;de 1 a 5;;;Menos de R$ 1.000/mês;Menos de 1 ano;Menos de 1 ano;Ainda não temos pessoas atuando com dados na empresa;
736qangzu7gm3fkkgn3736qatech5pbe;26;25-29;Masculino;Prefiro não informar;Não;1;Distrito Federal (DF);DF;Centro-oeste;Estudante de Graduação;Outras Engenharias;Empregado (CLT);Tecnologia/Fábrica de Software;de 1.001 a 3.000;Analista de BI/BI Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Menos de 1 ano;;
73d8nc8e1jdvxn2l8o73d8nc8e51si9b;31;30-34;Masculino;Parda;Não;1;Bahia (BA);BA;Nordeste;Mestrado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Menos de 1 ano;;
73dp4yvondbk0poyxzaq73dp4ypqjoha;35;35-39;Masculino;Parda;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;Acima de 3.000;Analista de BI/BI Analyst;Sênior;de R$ 12.001/mês a R$ 16.000/mês;Mais de 10 anos;Mais de 10 anos;;
73gb3q25sopssh2881bc73gb3onajpg1;28;25-29;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);Finanças ou Bancos;de 501 a 1.000;Analytics Engineer;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;de 1 a 2 anos;;
73la4i7oqe47rz1673lvx4lmo2ikjwt1;21;17-21;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Não tenho graduação formal;;Empregado (CLT);Área de Consultoria;de 501 a 1.000;Analista de BI/BI Analyst;Júnior;de R$ 4.001/mês a R$ 6.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
73qhbe45vy63qslo73qhs59bpbpyo4vu;36;35-39;Masculino;Parda;Não;1;São Paulo (SP);SP;Sudeste;Doutorado ou Phd;Química / Física;Empregado (CLT);Tecnologia/Fábrica de Software;Acima de 3.000;Cientista de Dados/Data Scientist;Sênior;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Menos de 1 ano;;
73yu9oj20657ux8p73yu3v0lz7qpuyvw;33;30-34;Masculino;Branca;Não;1;Rio Grande do Sul (RS);RS;Sul;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 12.001/mês a R$ 16.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
741dcfb0krpdz1l3wkfyn741d4lz1f6p;29;25-29;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empreendedor ou Empregado (CNPJ);Tecnologia/Fábrica de Software;de 101 a 500;Cientista de Dados/Data Scientist;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 4 a 6 anos;de 5 a 6 anos;;
74pfv3l906aljpzdp74pfumirvgf5sp3;38;35-39;Masculino;Branca;Não;1;Distrito Federal (DF);DF;Centro-oeste;Mestrado;Ciências Sociais;Servidor Público;Setor Público;Acima de 3.000;Cientista de Dados/Data Scientist;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 4 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
74ulztbg9075og4mc8974ulztokkkk69;36;35-39;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);Finanças ou Bancos;de 101 a 500;;;de R$ 25.001/mês a R$ 30.000/mês;Mais de 10 anos;de 3 a 4 anos;11 - 20;1
74wtb8sr7vmjamq74wtbx109v9tu5q28;46;45-49;Masculino;Branca;Não;1;Minas Gerais (MG);MG;Sudeste;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Desempregado, buscando recolocação;;;;;;;;;
754osrn5m2drx0duws4754osr8mqpjhg;31;30-34;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Outras Engenharias;Empreendedor ou Empregado (CNPJ);Tecnologia/Fábrica de Software;de 11 a 50;;;de R$ 12.001/mês a R$ 16.000/mês;de 7 a 10 anos;Menos de 1 ano;1 - 3;0
75d6u2as14pob75dvarahlhshb23q5rn;30;30-34;Masculino;Branca;Não;1;Paraíba (PB);PB;Nordeste;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Finanças ou Bancos;de 501 a 1.000;Analista de Dados/Data Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 5 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
75djhedaevt037y0jiu2wgdl0xutr0iy;29;25-29;Masculino;Branca;Não;1;Minas Gerais (MG);MG;Sudeste;Mestrado;Outras Engenharias;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Cientista de Dados/Data Scientist;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
75dre25lb3vwun2r975dre2uy008c9ht;23;22-24;Masculino;Parda;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Analista de Dados/Data Analyst;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
75tkbbmjp88w75t70u6neoocbs8benfb;27;25-29;Masculino;Parda;Não;1;Ceará (CE);CE;Nordeste;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Marketing;de 101 a 500;Analista de BI/BI Analyst;Sênior;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
75zvmjypdr2mfa5175zvmjps5c9jpc1z;45;45-49;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);Área de Consultoria;de 1 a 5;;;de R$ 6.001/mês a R$ 8.000/mês;Mais de 10 anos;Mais de 10 anos;1 - 3;0
767ubw0cdedbn6y59wd767ub96b99h0w;32;30-34;Masculino;Parda;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Outra Opção;Acima de 3.000;Outra Opção;Júnior;de R$ 3.001/mês a R$ 4.000/mês;Não tenho experiência na área de dados;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
76es5dyolzbhff5472h76es5dy4rk0ub;32;30-34;Feminino;Preta;Não;1;Minas Gerais (MG);MG;Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;Acima de 3.000;Cientista de Dados/Data Scientist;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;de 5 a 6 anos;;
76ing36aeesrl39li76inz5wsae3jp80;25;25-29;Masculino;Branca;Não;1;Santa Catarina (SC);SC;Sul;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Finanças ou Bancos;de 101 a 500;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Júnior;de R$ 3.001/mês a R$ 4.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
76o19d184rvdlq9e76orkvfbu65rshoz;21;17-21;Masculino;Branca;Não;1;Pernambuco (PE);PE;Nordeste;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Estagiário;Outra Opção;de 101 a 500;Outra Opção;Júnior;de R$ 2.001/mês a R$ 3.000/mês;Menos de 1 ano;de 1 a 2 anos;;
76x2z40d5637aft1sh6bm76x2z40ik5s;29;25-29;Feminino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Outras Engenharias;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Cientista de Dados/Data Scientist;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
76xg22a0qxkgdqnvs0d1ev76xg22a6v5;32;30-34;Masculino;Branca;Não;1;Minas Gerais (MG);MG;Sudeste;Mestrado;Outras Engenharias;Empregado (CLT);Educação;de 1.001 a 3.000;Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO);Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 3 a 4 anos;de 3 a 4 anos;;
77c28x2w202rcdnhs677c28x2nsfksye;27;25-29;Feminino;Parda;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Área da Saúde;Acima de 3.000;Cientista de Dados/Data Scientist;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Menos de 1 ano;;
